Instance,Algo,InitCost,FinalCost
tai64c,G,2556358,1861832
tai64c,S,2629988,1863678
tai64c,G,2698778,1858710
tai64c,S,3805038,1863678
tai64c,G,2777212,1866152
tai64c,S,2961478,1855928
tai64c,G,2829040,1857646
tai64c,S,3576996,1863678
tai64c,G,2660682,1863794
tai64c,S,2474502,1878282
tai64c,G,3549516,1855928
tai64c,S,3005908,1860348
tai64c,G,2783434,1861832
tai64c,S,3531034,1864686
tai64c,G,3031284,1867264
tai64c,S,3312116,1864686
tai64c,G,2971224,1863678
tai64c,S,2743746,1875660
tai64c,G,2625294,1863794
tai64c,S,2534574,1863678
tai64c,G,2647348,1913788
tai64c,S,3071180,1856396
tai64c,G,2913534,1863678
tai64c,S,3179304,1863678
tai64c,G,2761678,1857646
tai64c,S,3241336,1863794
tai64c,G,2784578,1864686
tai64c,S,2751778,1860942
tai64c,G,3162450,1855928
tai64c,S,3281086,1857646
tai64c,G,3069368,1861832
tai64c,S,2744412,1864686
tai64c,G,2340544,1864686
tai64c,S,3362614,1855928
tai64c,G,2709876,1855928
tai64c,S,2654428,1866152
tai64c,G,3244560,1864686
tai64c,S,2688206,1882540
tai64c,G,2473472,1866152
tai64c,S,3020446,1860348
tai64c,G,2596586,1913788
tai64c,S,2410380,1865994
tai64c,G,2935324,1857646
tai64c,S,2717264,1863678
tai64c,G,2659356,1874786
tai64c,S,2430214,1855928
tai64c,G,2708078,1860348
tai64c,S,2820086,1857646
tai64c,G,2737424,1860348
tai64c,S,2883510,1863678
tai64c,G,2648876,1863678
tai64c,S,3157826,1863794
tai64c,G,3330514,1865994
tai64c,S,2374382,1867264
tai64c,G,2551912,1860702
tai64c,S,2987698,1882540
tai64c,G,2807912,1864686
tai64c,S,3421004,1855928
tai64c,G,3184272,1867264
tai64c,S,2656012,1857646
tai64c,G,3784154,1857646
tai64c,S,3280684,1857646
tai64c,G,3030052,1864238
tai64c,S,3403238,1882540
tai64c,G,2442322,1864686
tai64c,S,2558602,1865994
tai64c,G,3143316,1865994
tai64c,S,2958742,1876252
tai64c,G,2611740,1913788
tai64c,S,2824050,1863678
tai64c,G,2611710,1863678
tai64c,S,3522654,1860942
tai64c,G,2489338,1860942
tai64c,S,2513368,1860942
tai64c,G,2950456,1875764
tai64c,S,3015200,1866152
tai64c,G,2599942,1865994
tai64c,S,2748020,1865994
tai64c,G,3003784,1865994
tai64c,S,3004714,1865494
tai64c,G,2818696,1859480
tai64c,S,2912768,1863794
tai64c,G,3017152,1857646
tai64c,S,3167914,1857646
tai64c,G,2637208,1864444
tai64c,S,2844126,1864686
tai64c,G,3123988,1863678
tai64c,S,3027958,1857646
tai64c,G,2457944,1863678
tai64c,S,2514288,1863678
tai64c,G,2851352,1855928
tai64c,S,3310368,1866152
tai64c,G,2775112,1861832
tai64c,S,3145136,1867264
tai64c,G,2532180,1859480
tai64c,S,3203526,1857646
tai64c,G,3337980,1855928
tai64c,S,2770806,1875660
tai64c,G,2221186,1863794
tai64c,S,2403466,1863678
tai64c,G,2648766,1861832
tai64c,S,3647136,1859480
tai64c,G,2389744,1860942
tai64c,S,3273904,1863794
tai64c,G,2962792,1865994
tai64c,S,3068112,1860702
tai64c,G,2816408,1867264
tai64c,S,3168436,1864686
tai64c,G,2670532,1887068
tai64c,S,2778568,1875660
tai64c,G,3167218,1913788
tai64c,S,2905136,1861832
tai64c,G,3285056,1855928
tai64c,S,3177628,1863678
tai64c,G,2429368,1874786
tai64c,S,3172568,1855928
tai64c,G,3156428,1855928
tai64c,S,2554924,1863678
tai64c,G,2885564,1867264
tai64c,S,2981854,1860348
tai64c,G,2816816,1863794
tai64c,S,2659656,1858710
tai64c,G,2905380,1857646
tai64c,S,3653752,1864444
tai64c,G,2826330,1863794
tai64c,S,2791674,1857646
tai64c,G,3019386,1860942
tai64c,S,2734130,1856396
tai64c,G,3472820,1865994
tai64c,S,2877522,1864238
tai64c,G,3175476,1864686
tai64c,S,3885448,1864686
tai64c,G,2614540,1866152
tai64c,S,3058404,1864686
tai64c,G,2315156,1864686
tai64c,S,3175466,1865994
tai64c,G,2824906,1866152
tai64c,S,2773266,1855928
tai64c,G,2832042,1857646
tai64c,S,2695642,1859480
tai64c,G,3406418,1860348
tai64c,S,3182430,1856396
tai64c,G,2820074,1866152
tai64c,S,3731548,1857646
tai64c,G,2785794,1857646
tai64c,S,3500074,1864686
tai64c,G,2866332,1857646
tai64c,S,2804178,1866152
tai64c,G,3084206,1860348
tai64c,S,3193822,1874786
tai64c,G,2728648,1864444
tai64c,S,2840050,1866152
tai64c,G,2904772,1863794
tai64c,S,3549832,1955976
tai64c,G,2513420,1865494
tai64c,S,2588750,1864686
tai64c,G,2624902,1861832
tai64c,S,2864636,1865494
tai64c,G,3090536,1864686
tai64c,S,2965244,1907616
tai64c,G,3318340,1867264
tai64c,S,2544976,1863678
tai64c,G,2638520,1866152
tai64c,S,2861478,1860942
tai64c,G,2433410,1858710
tai64c,S,2622214,1907616
tai64c,G,3036198,1860942
tai64c,S,2928584,1863678
tai64c,G,2723098,1864686
tai64c,S,2708462,1864686
tai64c,G,2895656,1863794
tai64c,S,2959540,1857646
tai64c,G,3041664,1866842
tai64c,S,2857228,1867264
tai64c,G,2598032,1857646
tai64c,S,3445524,1863678
tai64c,G,2698520,1866552
tai64c,S,2821444,1863794
tai64c,G,3424942,1863678
tai64c,S,2675978,1865494
tai64c,G,2913608,1863794
tai64c,S,2832412,1867264
tai64c,G,3596864,1864444
tai64c,S,2838134,1864686
tai64c,G,3400392,1866842
tai64c,S,2592726,1865994
tai64c,G,3364652,1863678
tai64c,S,2597968,1863678
tai64c,G,2634640,1860942
tai64c,S,3293064,1875660
tai64c,G,2932320,1863794
tai64c,S,3306122,1856396
tai64c,G,3614802,1864686
tai64c,S,3251464,1857646
tai64c,G,3038842,1863678
tai64c,S,2699944,1857646
tai64c,G,2984292,1913788
tai64c,S,2993484,1863678
tai64c,G,3133272,1866152
tai64c,S,2935922,1858710
tai64c,G,3074390,1864686
tai64c,S,2464626,1864686
tai64c,G,2719190,1901636
tai64c,S,2985288,1863794
tai64c,G,3321094,1863794
tai64c,S,3435782,1861832
tai64c,G,2470692,1861832
tai64c,S,2985182,1859480
tai64c,G,2685244,1860942
tai64c,S,3382276,1863678
tai64c,G,3068794,1864444
tai64c,S,2803776,1866152
tai64c,G,3157906,1863794
tai64c,S,2516436,1857646
tai64c,G,3994596,1864686
tai64c,S,2978418,1863678
tai64c,G,2694124,1857646
tai64c,S,3180332,1867264
tai64c,G,2983104,1864686
tai64c,S,3019670,1863678
tai64c,G,3057164,1857646
tai64c,S,3346986,1864686
tai64c,G,3602760,1863794
tai64c,S,2935488,1867264
tai64c,G,3045668,1857646
tai64c,S,2974066,1864686
tai64c,G,2618782,1866552
tai64c,S,2892904,1857646
tai64c,G,2872958,1864686
tai64c,S,2614390,1860348
tai64c,G,3200928,1860942
tai64c,S,2421874,1857646
tai64c,G,2900876,1866152
tai64c,S,2750292,1865494
tai64c,G,2767272,1859480
tai64c,S,3015562,1855928
tai64c,G,2722610,1863794
tai64c,S,3083256,1863794
tai64c,G,3179620,1860942
tai64c,S,2924790,1866152
tai64c,G,3342904,1863678
tai64c,S,2829390,1875660
tai64c,G,2996756,1866152
tai64c,S,2994022,1867264
tai64c,G,2654958,1860942
tai64c,S,2576878,1857646
tai64c,G,3380472,1860348
tai64c,S,2881186,1864686
tai64c,G,2877416,1866842
tai64c,S,2987920,1860348
tai64c,G,2964974,1861832
tai64c,S,3018804,1865994
tai64c,G,2992898,1855928
tai64c,S,2808210,1863678
tai64c,G,3205720,1860348
tai64c,S,3602540,1860348
tai64c,G,2814750,1863678
tai64c,S,3028418,1855928
tai64c,G,3395460,1863794
tai64c,S,2551000,1855928
tai64c,G,3257622,1860702
tai64c,S,2682614,1859480
tai64c,G,3330762,1863794
tai64c,S,3244394,1864686
tai64c,G,2885114,1860348
tai64c,S,2750250,1857646
tai64c,G,2881214,1875764
tai64c,S,3403662,1855928
tai64c,G,3553164,1860942
tai64c,S,3284372,1863678
tai64c,G,3716706,1859480
tai64c,S,3055982,1857646
tai64c,G,3901754,1857646
tai64c,S,2787168,1857646
tai64c,G,3015052,1864686
tai64c,S,2994236,1857646
tai64c,G,2782162,1857646
tai64c,S,2664164,1866152
tai64c,G,3221140,1856396
tai64c,S,2383938,1856396
tai64c,G,3372176,1857646
tai64c,S,2783922,1864686
tai64c,G,3210954,1864686
tai64c,S,2677306,1863794
tai64c,G,3240442,1864444
tai64c,S,3060100,1863794
tai64c,G,2523440,1855928
tai64c,S,3528618,1857646
tai64c,G,4246776,1864444
tai64c,S,2808178,1857646
tai64c,G,2569382,1864686
tai64c,S,2679598,1857646
tai64c,G,3314454,1857646
tai64c,S,2502206,1876252
tai64c,G,4156056,1856396
tai64c,S,3745430,1863678
tai64c,G,2885298,1864686
tai64c,S,3169662,1860348
tai64c,G,2954810,1864686
tai64c,S,2512904,1863678
tai64c,G,3526762,1866152
tai64c,S,3343254,1861832
tai64c,G,3168906,1858710
tai64c,S,2914346,1866152
tai64c,G,2647284,1857646
tai64c,S,2544272,1926154
tai64c,G,2816294,1867264
tai64c,S,2682154,1864686
tai64c,G,3020676,1866152
tai64c,S,3155760,1857646
tai64c,G,2598790,1855928
tai64c,S,2817934,1863794
tai64c,G,2778648,1864686
tai64c,S,2581794,1857646
tai64c,G,3595954,1864686
tai64c,S,2744630,1866152
tai64c,G,2445836,1865994
tai64c,S,3275658,1863678
tai64c,G,3334154,1860942
tai64c,S,3475024,1864686
tai64c,G,2699156,1858710
tai64c,S,2930860,1865994
tai64c,G,3411418,1864444
tai64c,S,3163044,1857646
tai64c,G,2932358,1855928
tai64c,S,3023064,1857646
tai64c,G,3545016,1859480
tai64c,S,3261620,1882540
tai64c,G,2834942,1856396
tai64c,S,2657084,1858710
tai64c,G,3485112,1864686
tai64c,S,2907746,1864686
tai64c,G,2973374,1924742
tai64c,S,2977792,1856396
tai64c,G,2726538,1865994
tai64c,S,3321024,1865994
tai64c,G,3218158,1864686
tai64c,S,2784928,1857646
tai64c,G,2667624,1863678
tai64c,S,3055078,1864686
tai64c,G,2756976,1867264
tai64c,S,2289812,1857646
tai64c,G,3270456,1866152
tai64c,S,2957824,1857646
tai64c,G,2898844,1867264
tai64c,S,3318826,1855928
tai64c,G,2778366,1860348
tai64c,S,3189670,1857646
tai64c,G,3305320,1865994
tai64c,S,2672924,1866152
tai64c,G,3051718,1863794
tai64c,S,3054058,1857646
tai64c,G,2785318,1860348
tai64c,S,3783548,1857646
tai64c,G,2748014,1860348
tai64c,S,3092802,1857646
tai64c,G,2472798,1865494
tai64c,S,2881366,1867264
tai64c,G,3881560,1875660
tai64c,S,2504008,1864686
tai64c,G,2569208,1864444
tai64c,S,2901300,1867264
tai64c,G,2990268,1857646
tai64c,S,3161944,1866842
tai64c,G,2754814,1901636
tai64c,S,2837300,1864238
tai64c,G,3038206,1858710
tai64c,S,2768106,1863794
tai64c,G,2709850,1876252
tai64c,S,2542378,1857646
tai64c,G,2936196,1924742
tai64c,S,2869912,1867264
tai64c,G,4003490,1857646
tai64c,S,2741958,1864686
tai64c,G,2850704,1860348
tai64c,S,3197620,1863678
tai64c,G,2470688,1873016
tai64c,S,3188530,1864444
tai64c,G,2922448,1860348
tai64c,S,3169090,1867264
tai64c,G,2393338,1860942
tai64c,S,2590734,1864686
tai64c,G,2770344,1855928
tai64c,S,3494368,1857646
tai64c,G,2747672,1867264
tai64c,S,2519962,1867264
tai64c,G,2798674,1864686
tai64c,S,2626458,1863678
tai64c,G,2509102,1866152
tai64c,S,3701022,1863678
tai64c,G,4193120,1863678
tai64c,S,2832148,1866842
tai64c,G,2955342,1859480
tai64c,S,2565538,1857646
tai64c,G,2949694,1857646
tai64c,S,3084930,1857646
tai64c,G,2566094,1866152
tai64c,S,2818208,1863678
tai64c,G,2648668,1864444
tai64c,S,2448314,1863794
tai64c,G,3174182,1864686
tai64c,S,2985900,1865994
tai64c,G,3672610,1859480
tai64c,S,3000006,1864686
tai64c,G,2651544,1863794
tai64c,S,3226814,1857646
tai64c,G,2823330,1857646
tai64c,S,2825370,1863678
tai64c,G,2932326,1863794
tai64c,S,2480220,1857646
tai64c,G,2915688,1866152
tai64c,S,3378542,1864686
tai64c,G,2676600,1864686
tai64c,S,3389916,1874786
tai64c,G,2759292,1863794
tai64c,S,2791730,1861832
tai64c,G,2908210,1855928
tai64c,S,2654488,1866152
tai64c,G,3001738,1867264
tai64c,S,2963954,1863794
tai64c,G,3142650,1865994
tai64c,S,3119542,1864686
tai64c,G,3297380,1863678
tai64c,S,2785096,1864686
tai64c,G,2888402,1901636
tai64c,S,2730810,1866842
tai64c,G,3252082,1875660
tai64c,S,3040506,1864686
tai64c,G,2755874,1858710
tai64c,S,2763656,1857646
tai64c,G,2788604,1863678
tai64c,S,3285632,1863678
tai64c,G,2932894,1861832
tai64c,S,2402510,1863678
tai64c,G,3058020,1864686
tai64c,S,2929500,1860348
tai64c,G,2677896,1860348
tai64c,S,2179384,1867264
tai64c,G,2897034,1864238
tai64c,S,3237224,1882540
tai64c,G,2770008,1860942
tai64c,S,2795956,1857646
tai64c,G,3067164,1864444
tai64c,S,2875912,1875660
tai64c,G,4112848,1861832
tai64c,S,2855064,1903972
tai64c,G,3244120,1866152
tai64c,S,3055210,1864686
tai64c,G,3124696,1855928
tai64c,S,2900628,1863678
tai64c,G,3240114,1876252
tai64c,S,2696774,1860348
tai64c,G,2324752,1863678
tai64c,S,2941080,1863794
tai64c,G,3150046,1866152
tai64c,S,3588546,1865994
tai64c,G,3662750,1860942
tai64c,S,2667814,1858710
tai64c,G,3113676,1864444
tai64c,S,3028636,1875764
tai64c,G,2821622,1864686
tai64c,S,3092112,1863678
tai64c,G,2901822,1860702
tai64c,S,2588192,1859480
tai64c,G,3704276,1864686
tai64c,S,3128042,1856396
tai64c,G,2970656,1863678
tai64c,S,3099544,1863678
tai64c,G,3609042,1857646
tai64c,S,2264600,1864238
tai64c,G,3232648,1860942
tai64c,S,3544660,1882540
tai64c,G,3070634,1863794
tai64c,S,2754030,1863794
tai64c,G,3361128,1866152
tai64c,S,2801600,1864686
tai64c,G,3057396,1867264
tai64c,S,3387556,1865994
tai64c,G,2896952,1855928
tai64c,S,2915678,1859480
tai64c,G,2782812,1860942
tai64c,S,2859420,1857646
tai64c,G,3513414,1864686
tai64c,S,2732666,1856396
tai64c,G,2854448,1857646
tai64c,S,2491006,1857646
tai64c,G,3419278,1859480
tai64c,S,2805168,1876252
tai64c,G,2904084,1865994
tai64c,S,3648972,1857646
tai64c,G,2745830,1924742
tai64c,S,3029560,1857646
tai64c,G,2852440,1859480
tai64c,S,2775530,1863794
tai64c,G,3216770,1857646
tai64c,S,3294886,1867264
tai64c,G,2555476,1863678
tai64c,S,2900180,1863794
tai64c,G,2692748,1863678
tai64c,S,3643158,1867264
tai64c,G,3059882,1875764
tai64c,S,2497836,1855928
tai64c,G,3442584,1863678
tai64c,S,3495822,1855928
tai64c,G,2693178,1864444
tai64c,S,2524810,1855928
tai64c,G,2812880,1864686
tai64c,S,2880808,1865994
tai64c,G,3647644,1855928
tai64c,S,3253750,1858710
tai64c,G,2662862,1860942
tai64c,S,3552376,1863678
tai64c,G,2282904,1860702
tai64c,S,2856266,1857646
tai64c,G,2465906,1863794
tai64c,S,2699934,1855928
tai64c,G,2676680,1863678
tai64c,S,3420316,1864686
tai64c,G,2803840,1859480
tai64c,S,3276406,1863678
tai64c,G,2669318,1860348
tai64c,S,2607564,1860348
tai64c,G,3031832,1858710
tai64c,S,2914236,1860702
tai64c,G,2752856,1866842
tai64c,S,2981460,1857646
tai64c,G,2365034,1866152
tai64c,S,3116632,1876252
tai64c,G,2453204,1866842
tai64c,S,3136358,1866152
tai64c,G,3435194,1863794
tai64c,S,3849200,1857646
tai64c,G,2680708,1863678
tai64c,S,2688290,1865494
tai64c,G,2724872,1860348
tai64c,S,3794036,1860348
tai64c,G,3322576,1861832
tai64c,S,4009412,1863678
tai64c,G,2570630,1855928
tai64c,S,2912126,1866152
tai64c,G,3142066,1855928
tai64c,S,2732220,1860942
tai64c,G,3176770,1866152
tai64c,S,2743262,1857646
tai64c,G,2908536,1864686
tai64c,S,2763696,1860348
tai64c,G,3013186,1855928
tai64c,S,2743908,1865494
tai64c,G,3158414,1913788
tai64c,S,2590930,1857646
tai64c,G,2693844,1863678
tai64c,S,2504834,1863794
tai64c,G,3076814,1866152
tai64c,S,2529772,1857646
tai64c,G,3473608,1863794
tai64c,S,2975386,1865994
tai64c,G,2857702,1857646
tai64c,S,3545266,1865494
tai64c,G,2674520,1864686
tai64c,S,2234942,1867264
tai64c,G,3266548,1859480
tai64c,S,3039848,1865494
tai64c,G,2796842,1864686
tai64c,S,3667676,1863794
tai64c,G,2465102,1864686
tai64c,S,2685616,1863794
tai64c,G,2897144,1875764
tai64c,S,3080988,1875660
tai12a,G,329734,247420
tai12a,S,306328,244310
tai12a,G,312552,237136
tai12a,S,315366,247636
tai12a,G,310062,257702
tai12a,S,310858,238706
tai12a,G,318212,253770
tai12a,S,327924,241764
tai12a,G,314070,247764
tai12a,S,289276,239302
tai12a,G,341270,250168
tai12a,S,335360,230704
tai12a,G,311880,245216
tai12a,S,310842,248262
tai12a,G,313630,244332
tai12a,S,314216,254050
tai12a,G,320320,244338
tai12a,S,311606,224416
tai12a,G,320606,257348
tai12a,S,311518,224416
tai12a,G,324850,250938
tai12a,S,322928,235704
tai12a,G,312044,234188
tai12a,S,314118,246650
tai12a,G,309674,247982
tai12a,S,300362,239912
tai12a,G,309786,247552
tai12a,S,332846,244536
tai12a,G,361082,232164
tai12a,S,307778,237136
tai12a,G,319172,259580
tai12a,S,332664,248112
tai12a,G,300064,242344
tai12a,S,328654,244540
tai12a,G,329226,253608
tai12a,S,330210,241504
tai12a,G,305008,242566
tai12a,S,278516,247782
tai12a,G,305862,247756
tai12a,S,288342,249304
tai12a,G,312586,248864
tai12a,S,321924,253012
tai12a,G,297192,257104
tai12a,S,334662,244540
tai12a,G,315664,252016
tai12a,S,292198,251858
tai12a,G,300010,252472
tai12a,S,336482,230704
tai12a,G,333298,238192
tai12a,S,356034,242136
tai12a,G,321374,254232
tai12a,S,322682,246826
tai12a,G,293340,234788
tai12a,S,319812,230704
tai12a,G,313246,243618
tai12a,S,302298,238270
tai12a,G,312394,250384
tai12a,S,336406,238270
tai12a,G,313332,244672
tai12a,S,324814,242450
tai12a,G,307880,257358
tai12a,S,320010,247854
tai12a,G,316196,241438
tai12a,S,330290,240888
tai12a,G,310592,254776
tai12a,S,279124,243986
tai12a,G,303316,237804
tai12a,S,342650,249730
tai12a,G,327660,255346
tai12a,S,318780,241814
tai12a,G,321074,246826
tai12a,S,307120,250428
tai12a,G,315534,255294
tai12a,S,304038,243624
tai12a,G,319308,249540
tai12a,S,309244,244146
tai12a,G,301834,260702
tai12a,S,334262,255372
tai12a,G,304232,255346
tai12a,S,308040,238648
tai12a,G,318576,251080
tai12a,S,334218,250380
tai12a,G,293078,246970
tai12a,S,337788,242622
tai12a,G,315036,258450
tai12a,S,350852,267028
tai12a,G,299708,245162
tai12a,S,296140,240732
tai12a,G,335920,237662
tai12a,S,316476,247626
tai12a,G,340120,252640
tai12a,S,325702,254230
tai12a,G,325156,252524
tai12a,S,316044,249738
tai12a,G,321226,247304
tai12a,S,323696,255504
tai12a,G,317302,242900
tai12a,S,302866,238902
tai12a,G,303936,242108
tai12a,S,310554,257722
tai12a,G,341182,239818
tai12a,S,314190,241040
tai12a,G,319668,243624
tai12a,S,297792,242588
tai12a,G,299084,250428
tai12a,S,321216,243420
tai12a,G,311490,243252
tai12a,S,310208,249738
tai12a,G,323144,243218
tai12a,S,286594,252640
tai12a,G,303778,237560
tai12a,S,306522,242566
tai12a,G,333200,230704
tai12a,S,306186,238560
tai12a,G,327862,241824
tai12a,S,312016,230704
tai12a,G,304200,243138
tai12a,S,282734,243100
tai12a,G,299278,252968
tai12a,S,275466,247678
tai12a,G,305026,254970
tai12a,S,310694,237200
tai12a,G,326912,245402
tai12a,S,305938,239302
tai12a,G,290370,245822
tai12a,S,318010,258206
tai12a,G,325694,249358
tai12a,S,305092,247696
tai12a,G,305734,247154
tai12a,S,311040,246604
tai12a,G,305248,253218
tai12a,S,308680,239856
tai12a,G,311460,246780
tai12a,S,287242,237756
tai12a,G,292566,242622
tai12a,S,314600,244294
tai12a,G,293768,251640
tai12a,S,313226,243460
tai12a,G,333166,237662
tai12a,S,341120,249118
tai12a,G,316182,241738
tai12a,S,321484,247868
tai12a,G,339358,247980
tai12a,S,289906,243628
tai12a,G,294842,241056
tai12a,S,297828,234188
tai12a,G,321068,243218
tai12a,S,291702,245886
tai12a,G,336364,247548
tai12a,S,321912,243990
tai12a,G,314276,246826
tai12a,S,292996,250840
tai12a,G,286348,255826
tai12a,S,295114,242270
tai12a,G,315372,241824
tai12a,S,325114,255704
tai12a,G,304384,230704
tai12a,S,291358,242518
tai12a,G,315384,247258
tai12a,S,307122,239912
tai12a,G,305386,237662
tai12a,S,270710,234940
tai12a,G,324462,230704
tai12a,S,284690,242344
tai12a,G,308478,252918
tai12a,S,295348,242594
tai12a,G,290348,251788
tai12a,S,334376,255610
tai12a,G,308896,250644
tai12a,S,313512,243354
tai12a,G,322294,250840
tai12a,S,311856,239864
tai12a,G,336264,249192
tai12a,S,302022,251418
tai12a,G,312026,248112
tai12a,S,316740,238902
tai12a,G,290026,246628
tai12a,S,309420,247146
tai12a,G,298298,242450
tai12a,S,306616,252472
tai12a,G,321606,251508
tai12a,S,306344,236006
tai12a,G,319322,255880
tai12a,S,317516,240786
tai12a,G,310568,249394
tai12a,S,320650,240210
tai12a,G,307468,245462
tai12a,S,298038,257586
tai12a,G,342570,252814
tai12a,S,312226,254304
tai12a,G,320874,256106
tai12a,S,317140,239302
tai12a,G,318202,236822
tai12a,S,308106,230704
tai12a,G,326694,229092
tai12a,S,296038,245908
tai12a,G,317102,247322
tai12a,S,304822,234788
tai12a,G,305508,245272
tai12a,S,309934,243612
tai12a,G,285068,239818
tai12a,S,313404,251342
tai12a,G,338248,245908
tai12a,S,310600,249578
tai12a,G,315330,239864
tai12a,S,291060,250660
tai12a,G,324590,263118
tai12a,S,333330,240952
tai12a,G,314522,250384
tai12a,S,317570,236436
tai12a,G,289708,239830
tai12a,S,285722,239302
tai12a,G,315356,255854
tai12a,S,325866,238192
tai12a,G,301628,238902
tai12a,S,305380,252422
tai12a,G,321304,249696
tai12a,S,317650,236822
tai12a,G,314278,251926
tai12a,S,330598,255052
tai12a,G,300826,251472
tai12a,S,295106,243170
tai12a,G,314414,245670
tai12a,S,347990,242848
tai12a,G,310310,242634
tai12a,S,305696,239302
tai12a,G,315964,250666
tai12a,S,325522,255052
tai12a,G,306534,263878
tai12a,S,318944,243982
tai12a,G,312410,260164
tai12a,S,300196,242900
tai12a,G,315200,242450
tai12a,S,311352,245898
tai12a,G,302122,256148
tai12a,S,324318,252540
tai12a,G,304292,250102
tai12a,S,287000,245004
tai12a,G,325960,257272
tai12a,S,304998,244338
tai12a,G,316250,238192
tai12a,S,289750,251788
tai12a,G,272708,238192
tai12a,S,312640,235554
tai12a,G,327402,243252
tai12a,S,295400,237756
tai12a,G,308168,258302
tai12a,S,296296,238828
tai12a,G,333826,258872
tai12a,S,296768,251640
tai12a,G,315730,247804
tai12a,S,298102,236436
tai12a,G,314442,253274
tai12a,S,325612,248932
tai12a,G,325188,260974
tai12a,S,322900,229092
tai12a,G,292610,247418
tai12a,S,282334,245148
tai12a,G,297786,236006
tai12a,S,334090,248102
tai12a,G,333318,247716
tai12a,S,303784,246780
tai12a,G,284632,233040
tai12a,S,336992,238192
tai12a,G,324996,233040
tai12a,S,299728,255052
tai12a,G,315386,230704
tai12a,S,306680,246404
tai12a,G,331866,256150
tai12a,S,333300,245004
tai12a,G,323666,247470
tai12a,S,308246,237200
tai12a,G,322038,248196
tai12a,S,313602,238192
tai12a,G,289302,237136
tai12a,S,291836,246614
tai12a,G,309990,245272
tai12a,S,318482,264202
tai12a,G,328584,240604
tai12a,S,319786,240492
tai12a,G,300630,266916
tai12a,S,290124,259312
tai12a,G,327584,255346
tai12a,S,296374,257824
tai12a,G,296320,229092
tai12a,S,326432,246310
tai12a,G,298852,229092
tai12a,S,314706,247494
tai12a,G,312124,245162
tai12a,S,289006,242172
tai12a,G,350624,247662
tai12a,S,298768,248706
tai12a,G,300374,267928
tai12a,S,336484,251312
tai12a,G,314286,252196
tai12a,S,333230,243986
tai12a,G,330786,244338
tai12a,S,299234,241056
tai12a,G,316888,259902
tai12a,S,321096,240874
tai12a,G,316128,247842
tai12a,S,308426,252142
tai12a,G,306198,239302
tai12a,S,293860,242782
tai12a,G,302204,239856
tai12a,S,331750,248424
tai12a,G,296978,247312
tai12a,S,306972,244158
tai12a,G,338590,238192
tai12a,S,311578,245216
tai12a,G,335812,242092
tai12a,S,294622,244048
tai12a,G,339346,233040
tai12a,S,294568,251854
tai12a,G,307948,247626
tai12a,S,288696,245272
tai12a,G,306256,248970
tai12a,S,293344,243100
tai12a,G,328216,241342
tai12a,S,315602,243218
tai12a,G,329130,260948
tai12a,S,295818,247756
tai12a,G,336354,248134
tai12a,S,316158,244118
tai12a,G,328732,238634
tai12a,S,302884,249428
tai12a,G,290686,252290
tai12a,S,323534,247494
tai12a,G,323196,233040
tai12a,S,329428,244454
tai12a,G,323384,256614
tai12a,S,333786,244500
tai12a,G,323012,239158
tai12a,S,304820,244540
tai12a,G,315314,230704
tai12a,S,334026,233848
tai12a,G,322810,239912
tai12a,S,313886,246628
tai12a,G,305344,238398
tai12a,S,315114,249618
tai12a,G,334214,247322
tai12a,S,347120,236822
tai12a,G,319238,249696
tai12a,S,304396,240786
tai12a,G,312876,242108
tai12a,S,289714,251968
tai12a,G,304534,236006
tai12a,S,319392,242052
tai12a,G,277210,251206
tai12a,S,322920,249454
tai12a,G,319642,249788
tai12a,S,330430,229092
tai12a,G,305374,245086
tai12a,S,294232,245532
tai12a,G,294428,242566
tai12a,S,318698,252230
tai12a,G,300564,256532
tai12a,S,319344,254472
tai12a,G,310086,240828
tai12a,S,324312,242108
tai12a,G,316810,236822
tai12a,S,310684,234788
tai12a,G,312854,251418
tai12a,S,318306,230704
tai12a,G,302576,238902
tai12a,S,324416,243628
tai12a,G,321428,250880
tai12a,S,314708,239592
tai12a,G,338122,251792
tai12a,S,334860,250384
tai12a,G,326254,248180
tai12a,S,297774,251262
tai12a,G,309738,248864
tai12a,S,324224,251418
tai12a,G,313420,241846
tai12a,S,289480,248864
tai12a,G,323720,246836
tai12a,S,327922,241912
tai12a,G,339080,247662
tai12a,S,328876,250748
tai12a,G,318328,241722
tai12a,S,314578,244852
tai12a,G,276926,242518
tai12a,S,323884,239856
tai12a,G,302488,251370
tai12a,S,288516,242566
tai12a,G,289200,240564
tai12a,S,321074,239872
tai12a,G,306626,250406
tai12a,S,311828,239302
tai12a,G,320946,229092
tai12a,S,297108,249282
tai12a,G,329730,233040
tai12a,S,330932,239912
tai12a,G,317098,244118
tai12a,S,318856,245256
tai12a,G,336600,242020
tai12a,S,316106,248854
tai12a,G,316680,242622
tai12a,S,298270,248180
tai12a,G,299132,237804
tai12a,S,341628,248258
tai12a,G,291940,230704
tai12a,S,313692,243990
tai12a,G,313506,250932
tai12a,S,303596,242938
tai12a,G,310070,252142
tai12a,S,334938,245162
tai12a,G,348622,245734
tai12a,S,325730,237756
tai12a,G,338220,246948
tai12a,S,294478,243460
tai12a,G,304110,242450
tai12a,S,321726,248778
tai12a,G,293672,241696
tai12a,S,313322,246310
tai12a,G,311546,246866
tai12a,S,317730,260320
tai12a,G,328162,247894
tai12a,S,291510,251632
