Instance,Algo,InitCost,FinalCost
chr15a,S,58570,16216
chr15a,G,52938,16432
chr15a,S,57184,16116
chr15a,G,67500,16488
chr15a,S,58722,17144
chr15a,G,71108,13520
chr15a,S,65298,12978
chr15a,G,65412,12594
chr15a,S,31444,17946
chr15a,G,65732,12838
chr15a,S,64404,13424
chr15a,G,88774,13244
chr15a,S,72912,18678
chr15a,G,54614,16102
chr15a,S,71422,18476
chr15a,G,48454,15738
chr15a,S,47442,11708
chr15a,G,56860,14298
chr15a,S,50756,12406
chr15a,G,43696,14176
chr15a,S,89962,16436
chr15a,G,60734,18820
chr15a,S,72284,13620
chr15a,G,53114,14682
chr15a,S,84802,18074
chr15a,G,88552,19522
chr15a,S,85368,12642
chr15a,G,62978,13330
chr15a,S,74298,15350
chr15a,G,57138,14182
chr15a,S,49206,15790
chr15a,G,43584,14312
chr15a,S,73072,12846
chr15a,G,56078,11932
chr15a,S,66802,13974
chr15a,G,57280,17846
chr15a,S,61962,13996
chr15a,G,67458,17604
chr15a,S,71690,16396
chr15a,G,61032,15910
chr15a,S,45686,14224
chr15a,G,36280,14064
chr15a,S,50704,11710
chr15a,G,58338,15758
chr15a,S,28388,14054
chr15a,G,45806,14794
chr15a,S,70858,20030
chr15a,G,63282,11280
chr15a,S,60572,18046
chr15a,G,67668,16120
chr15a,S,62072,13210
chr15a,G,36150,14278
chr15a,S,61674,13878
chr15a,G,79776,11116
chr15a,S,61018,20136
chr15a,G,69392,13442
chr15a,S,83880,13596
chr15a,G,80164,11638
chr15a,S,61816,11446
chr15a,G,66726,18870
chr15a,S,73562,12494
chr15a,G,63244,13480
chr15a,S,44168,17372
chr15a,G,61566,13028
chr15a,S,50724,13036
chr15a,G,50206,17560
chr15a,S,62792,15722
chr15a,G,56080,13622
chr15a,S,51404,13538
chr15a,G,57196,12642
chr15a,S,87976,12470
chr15a,G,83416,14510
chr15a,S,64812,16900
chr15a,G,55430,15722
chr15a,S,62030,13040
chr15a,G,68698,14638
chr15a,S,48550,13336
chr15a,G,57752,14914
chr15a,S,57766,13570
chr15a,G,82688,13230
chr15a,S,64754,14802
chr15a,G,46332,16264
chr15a,S,54210,15738
chr15a,G,48596,16386
chr15a,S,77338,15694
chr15a,G,42586,13786
chr15a,S,73454,13952
chr15a,G,45162,14046
chr15a,S,74894,18210
chr15a,G,48860,17668
chr15a,S,56096,14128
chr15a,G,75780,13132
chr15a,S,61390,10612
chr15a,G,47558,12854
chr15a,S,39074,14106
chr15a,G,71328,10248
chr15a,S,54166,13776
chr15a,G,77754,14298
chr15a,S,53068,14336
chr15a,G,58778,12726
chr15a,S,58488,16512
chr15a,G,55442,19112
chr15a,S,62960,12384
chr15a,G,76568,16270
chr15a,S,62904,16614
chr15a,G,54444,15144
chr15a,S,47508,13408
chr15a,G,65472,15700
chr15a,S,70652,11538
chr15a,G,53656,12826
chr15a,S,37528,13278
chr15a,G,87738,16368
chr15a,S,62020,16294
chr15a,G,61496,12260
chr15a,S,61838,11518
chr15a,G,68284,13818
chr15a,S,61360,13848
chr15a,G,72332,15548
chr15a,S,72578,14332
chr15a,G,78336,14966
chr15a,S,67176,20688
chr15a,G,75270,16204
chr15a,S,75102,12608
chr15a,G,77654,15172
chr15a,S,59248,14862
chr15a,G,48394,14588
chr15a,S,66960,15546
chr15a,G,61834,14348
chr15a,S,50622,12314
chr15a,G,69980,15740
chr15a,S,34308,13564
chr15a,G,71526,14858
chr15a,S,57896,10366
chr15a,G,38644,12300
chr15a,S,50974,15388
chr15a,G,49228,14644
chr15a,S,72420,12182
chr15a,G,69096,11914
chr15a,S,69360,15640
chr15a,G,63944,19658
chr15a,S,56558,15532
chr15a,G,51298,16698
chr15a,S,79568,21070
chr15a,G,67092,15054
chr15a,S,70440,16970
chr15a,G,74074,13132
chr15a,S,73072,15620
chr15a,G,46712,14886
chr15a,S,56574,14810
chr15a,G,70374,14146
chr15a,S,58188,12720
chr15a,G,50206,19032
chr15a,S,67904,9936
chr15a,G,35944,13760
chr15a,S,80138,16270
chr15a,G,52946,13780
chr15a,S,75446,14140
chr15a,G,67052,13190
chr15a,S,54648,14172
chr15a,G,72390,15576
chr15a,S,78572,14396
chr15a,G,58676,12354
chr15a,S,57524,15208
chr15a,G,74396,15008
chr15a,S,60086,14062
chr15a,G,57372,15496
chr15a,S,54162,15602
chr15a,G,49462,19040
chr15a,S,53378,15018
chr15a,G,84444,15190
chr15a,S,62344,12966
chr15a,G,69588,12904
chr15a,S,70470,15324
chr15a,G,61732,18044
chr15a,S,63882,15990
chr15a,G,63802,15524
chr15a,S,43740,17376
chr15a,G,50200,15400
chr15a,S,55276,13324
chr15a,G,72702,14952
chr15a,S,55448,19474
chr15a,G,59948,12482
chr15a,S,50348,16394
chr15a,G,78730,14604
chr15a,S,50214,12934
chr15a,G,53252,16310
chr15a,S,58506,17142
chr15a,G,49882,10684
chr15a,S,61546,20518
chr15a,G,63536,14240
chr15a,S,58688,12972
chr15a,G,60344,21392
chr15a,S,36246,18536
chr15a,G,58036,21854
chr15a,S,54948,13106
chr15a,G,66726,16786
chr15a,S,65614,13802
chr15a,G,53532,15814
chr15a,S,64736,11688
chr15a,G,46770,17844
chr15a,S,50160,12982
chr15a,G,59510,13012
chr15a,S,60898,11722
chr15a,G,69300,16674
chr15a,S,69044,15718
chr15a,G,79674,18246
chr15a,S,49474,12978
chr15a,G,48648,19328
chr15a,S,60120,13736
chr15a,G,54186,14886
chr15a,S,71192,15080
chr15a,G,59316,18946
chr15a,S,59206,14926
chr15a,G,66230,20760
chr15a,S,56722,18212
chr15a,G,57866,14942
chr15a,S,53294,13660
chr15a,G,55082,13728
chr15a,S,69032,14370
chr15a,G,63482,14022
chr15a,S,70858,16880
chr15a,G,49964,11204
chr15a,S,40666,14442
chr15a,G,72088,15392
chr15a,S,54628,16608
chr15a,G,52372,14112
chr15a,S,58724,12548
chr15a,G,79922,14102
chr15a,S,51594,16716
chr15a,G,69770,13252
chr15a,S,73134,13068
chr15a,G,57904,15522
chr15a,S,49004,17354
chr15a,G,62208,14624
chr15a,S,64416,12522
chr15a,G,61756,13390
chr15a,S,39166,11834
chr15a,G,52024,16324
chr15a,S,61146,13656
chr15a,G,75810,14874
chr15a,S,48342,15562
chr15a,G,69774,17186
chr15a,S,40124,14316
chr15a,G,60696,16204
chr15a,S,32208,14782
chr15a,G,66046,15800
chr15a,S,69750,14802
chr15a,G,80934,16952
chr15a,S,49696,15478
chr15a,G,51630,13228
chr15a,S,56986,13682
chr15a,G,62920,14266
chr15a,S,36608,11202
chr15a,G,73206,13812
chr15a,S,56204,17332
chr15a,G,55778,13868
chr15a,S,73778,12312
chr15a,G,55562,16358
chr15a,S,65398,12562
chr15a,G,70306,14354
chr15a,S,75508,18158
chr15a,G,79186,12830
chr15a,S,60068,13364
chr15a,G,48928,15142
chr15a,S,73044,13976
chr15a,G,70404,15134
chr15a,S,70140,16140
chr15a,G,64390,15382
chr15a,S,62952,14516
chr15a,G,62676,12654
chr15a,S,66700,16512
chr15a,G,70312,15120
chr15a,S,69290,16724
chr15a,G,60404,13632
chr15a,S,44234,12342
chr15a,G,79248,15370
chr15a,S,63412,13544
chr15a,G,68806,16260
chr15a,S,86696,13876
chr15a,G,54112,13460
chr15a,S,74116,17752
chr15a,G,60786,13588
chr15a,S,72818,18016
chr15a,G,60602,10970
chr15a,S,43316,12320
chr15a,G,68828,14398
chr15a,S,49770,14734
chr15a,G,48794,12562
chr15a,S,71520,15308
chr15a,G,76814,13320
chr15a,S,62100,12458
chr15a,G,62992,17976
chr15a,S,52340,17018
chr15a,G,67190,14716
chr15a,S,77918,14894
chr15a,G,64234,18638
chr15a,S,66158,16172
chr15a,G,53274,16912
chr15a,S,72944,17722
chr15a,G,65466,12520
chr15a,S,69434,15904
chr15a,G,55194,15442
chr15a,S,49254,13584
chr15a,G,65994,15032
chr15a,S,50440,20134
chr15a,G,58522,15474
chr15a,S,70502,16828
chr15a,G,64896,16886
chr15a,S,77070,11778
chr15a,G,51642,12332
chr15a,S,86376,19152
chr15a,G,49900,13788
chr15a,S,79688,13078
chr15a,G,68594,17616
chr15a,S,73744,11570
chr15a,G,76424,13900
chr15a,S,38504,16670
chr15a,G,54926,15888
chr15a,S,45562,15382
chr15a,G,52552,13574
chr15a,S,79704,17464
chr15a,G,56874,17170
chr15a,S,70660,16628
chr15a,G,50126,17440
chr15a,S,70474,17544
chr15a,G,65386,15204
chr15a,S,41390,14624
chr15a,G,65174,14720
chr15a,S,55736,19522
chr15a,G,56858,18456
chr15a,S,66672,18506
chr15a,G,67696,11552
chr15a,S,65506,14948
chr15a,G,52600,13624
chr15a,S,73270,12576
chr15a,G,87092,15400
chr15a,S,29064,13562
chr15a,G,77570,15002
chr15a,S,55538,15866
chr15a,G,64032,14756
chr15a,S,57046,13402
chr15a,G,39276,16482
chr15a,S,73978,12670
chr15a,G,52812,16504
chr15a,S,71862,12642
chr15a,G,48392,14268
chr15a,S,60106,12074
chr15a,G,56682,14940
chr15a,S,52786,13186
chr15a,G,62582,15392
chr15a,S,65562,17576
chr15a,G,67650,14912
chr15a,S,51392,12382
chr15a,G,58090,14200
chr15a,S,57354,13458
chr15a,G,38818,17718
chr15a,S,78032,13988
chr15a,G,63270,16822
chr15a,S,40846,15650
chr15a,G,73788,17142
chr15a,S,65214,12908
chr15a,G,50220,15578
chr15a,S,57930,11998
chr15a,G,64608,17464
chr15a,S,57750,14734
chr15a,G,46044,12688
chr15a,S,61816,14114
chr15a,G,47976,12520
chr15a,S,38492,14338
chr15a,G,51846,16442
chr15a,S,75146,12690
chr15a,G,76130,10302
chr15a,S,63708,14832
chr15a,G,49654,17750
chr15a,S,43174,19242
chr15a,G,66850,18008
chr15a,S,72754,10332
chr15a,G,77514,12236
chr15a,S,83080,21856
chr15a,G,35522,14632
chr15a,S,72116,14792
chr15a,G,39600,18284
chr15a,S,61990,10408
chr15a,G,53774,17028
chr15a,S,71888,14632
chr15a,G,80114,14350
chr15a,S,53452,13614
chr15a,G,45084,15394
chr15a,S,47400,15438
chr15a,G,47752,15506
chr15a,S,54740,10612
chr15a,G,70908,16098
chr15a,S,58870,11524
chr15a,G,64306,12710
chr15a,S,68636,14552
chr15a,G,72812,16782
chr15a,S,57192,14922
chr15a,G,64482,13802
chr15a,S,47432,15934
chr15a,G,61000,13068
chr15a,S,68614,14678
chr15a,G,68750,13174
chr15a,S,55838,13798
chr15a,G,50178,15380
chr15a,S,60922,15608
chr15a,G,50760,15680
chr15a,S,78552,19708
chr15a,G,39634,14960
chr15a,S,67366,13898
chr15a,G,50400,13732
chr15a,S,49932,15402
chr15a,G,51508,16118
chr15a,S,50622,15308
chr15a,G,55940,21450
chr15a,S,79914,13068
chr15a,G,77562,14450
chr15a,S,64948,17546
chr15a,G,78824,11350
chr15a,S,54232,13788
chr15a,G,64546,14788
chr15a,S,85506,19140
chr15a,G,74876,16606
chr15a,S,49664,19036
chr15a,G,86546,12428
chr15a,S,62346,16082
chr15a,G,39460,11658
chr15a,S,81318,12618
chr15a,G,44552,13310
chr15a,S,54138,15354
chr15a,G,63730,18600
chr15a,S,50644,18948
chr15a,G,57188,14016
chr15a,S,61372,15228
chr15a,G,58350,15436
chr15a,S,77516,17934
chr15a,G,41342,15634
chr15a,S,58322,13396
chr15a,G,76276,14588
chr15a,S,75672,12550
chr15a,G,59998,12926
chr15a,S,73034,18632
chr15a,G,71344,13174
chr15a,S,80620,17102
chr15a,G,81054,17642
chr15a,S,63104,11456
chr15a,G,55918,16696
chr15a,S,46186,16938
chr15a,G,43816,13258
chr15a,S,62186,14636
chr15a,G,51602,15298
chr15a,S,55060,17138
chr15a,G,39110,15528
chr15a,S,65096,12026
chr15a,G,65020,17184
chr15a,S,81020,20014
chr15a,G,60632,14092
chr15a,S,89584,16552
chr15a,G,63404,18002
chr15a,S,40298,18014
chr15a,G,64166,16672
chr15a,S,57112,17098
chr15a,G,72678,13220
chr15a,S,48896,16470
chr15a,G,69202,12090
chr15a,S,56672,16632
chr15a,G,49604,14916
chr15a,S,87226,19844
chr15a,G,37048,11556
chr15a,S,54932,16540
chr15a,G,76266,12982
chr15a,S,65798,15780
chr15a,G,56760,12498
chr15a,S,77036,10010
chr15a,G,69392,12454
chr15a,S,55452,15578
chr15a,G,52572,14488
chr15a,S,57912,20922
chr15a,G,44750,18662
chr15a,S,49522,13996
chr15a,G,66660,17356
chr15a,S,66330,15912
chr15a,G,76832,16122
chr15a,S,65154,15838
chr15a,G,66194,13280
chr15a,S,84014,13330
chr15a,G,72358,16108
chr15a,S,76744,10510
chr15a,G,57638,12950
chr15a,S,60978,15670
chr15a,G,58658,16214
chr15a,S,44618,13662
chr15a,G,57586,14312
chr15a,S,58368,15786
chr15a,G,56572,15424
chr15a,S,46052,13078
chr15a,G,56710,15246
chr15a,S,64094,15318
chr15a,G,74440,12232
chr15a,S,55444,15468
chr15a,G,83032,18308
chr15a,S,55020,12838
chr15a,G,67004,15550
chr15a,S,53418,14758
chr15a,G,35162,11778
chr15a,S,63222,13672
chr15a,G,75710,19462
chr15a,S,58234,14006
chr15a,G,61166,16822
chr15a,S,59648,14072
chr15a,G,57016,15298
chr15a,S,42898,12988
chr15a,G,35580,14000
chr15a,S,43624,16392
chr15a,G,45532,14370
chr15a,S,34192,13294
chr15a,G,43130,16864
chr15a,S,47546,11862
chr15a,G,68932,16652
chr15a,S,52842,13956
chr15a,G,81156,19540
chr15a,S,54590,15028
chr15a,G,45940,16102
chr15a,S,69688,12014
chr15a,G,59366,14476
chr15a,S,57330,14144
chr15a,G,66166,13812
chr15a,S,68390,15096
chr15a,G,61814,13278
chr15a,S,68986,13740
nug12,G,876,620
nug12,S,832,628
nug12,G,834,600
nug12,S,828,656
nug12,G,704,578
nug12,S,872,590
nug12,G,896,650
nug12,S,696,626
nug12,G,888,628
nug12,S,750,626
nug12,G,828,610
nug12,S,768,586
nug12,G,906,616
nug12,S,846,614
nug12,G,750,622
nug12,S,766,600
nug12,G,760,618
nug12,S,810,622
nug12,G,708,612
nug12,S,820,590
nug12,G,810,622
nug12,S,834,622
nug12,G,840,598
nug12,S,726,586
nug12,G,870,610
nug12,S,774,612
nug12,G,912,592
nug12,S,828,624
nug12,G,832,620
nug12,S,840,600
nug12,G,884,592
nug12,S,808,620
nug12,G,800,620
nug12,S,744,642
nug12,G,810,620
nug12,S,764,640
nug12,G,850,668
nug12,S,824,626
nug12,G,794,602
nug12,S,878,586
nug12,G,876,620
nug12,S,818,592
nug12,G,818,602
nug12,S,858,590
nug12,G,896,590
nug12,S,848,602
nug12,G,822,600
nug12,S,838,608
nug12,G,758,610
nug12,S,776,604
nug12,G,860,600
nug12,S,714,620
nug12,G,710,602
nug12,S,812,610
nug12,G,868,608
nug12,S,786,620
nug12,G,792,624
nug12,S,920,636
nug12,G,810,610
nug12,S,772,622
nug12,G,884,612
nug12,S,704,600
nug12,G,766,620
nug12,S,708,610
nug12,G,852,622
nug12,S,786,602
nug12,G,758,628
nug12,S,844,590
nug12,G,768,602
nug12,S,908,590
nug12,G,864,606
nug12,S,826,626
nug12,G,782,602
nug12,S,732,600
nug12,G,816,592
nug12,S,790,626
nug12,G,794,600
nug12,S,836,632
nug12,G,792,606
nug12,S,836,616
nug12,G,738,616
nug12,S,786,642
nug12,G,764,622
nug12,S,842,622
nug12,G,824,590
nug12,S,740,602
nug12,G,842,608
nug12,S,746,620
nug12,G,760,622
nug12,S,830,608
nug12,G,786,622
nug12,S,812,604
nug12,G,830,612
nug12,S,842,642
nug12,G,890,596
nug12,S,870,628
nug12,G,796,592
nug12,S,886,608
nug12,G,838,578
nug12,S,846,620
nug12,G,836,600
nug12,S,866,614
nug12,G,856,600
nug12,S,902,602
nug12,G,766,592
nug12,S,818,592
nug12,G,774,592
nug12,S,742,620
nug12,G,870,610
nug12,S,822,618
nug12,G,840,600
nug12,S,858,612
nug12,G,826,612
nug12,S,810,594
nug12,G,770,666
nug12,S,776,644
nug12,G,792,588
nug12,S,754,600
nug12,G,814,600
nug12,S,798,618
nug12,G,760,602
nug12,S,766,610
nug12,G,820,614
nug12,S,856,596
nug12,G,810,606
nug12,S,792,600
nug12,G,770,604
nug12,S,852,602
nug12,G,754,624
nug12,S,790,604
nug12,G,766,630
nug12,S,802,592
nug12,G,870,612
nug12,S,802,610
nug12,G,790,630
nug12,S,778,620
nug12,G,750,632
nug12,S,782,612
nug12,G,710,586
nug12,S,824,586
nug12,G,870,600
nug12,S,790,590
nug12,G,848,592
nug12,S,824,586
nug12,G,768,640
nug12,S,792,586
nug12,G,816,602
nug12,S,848,606
nug12,G,850,594
nug12,S,878,620
nug12,G,832,582
nug12,S,846,582
nug12,G,784,614
nug12,S,778,612
nug12,G,860,624
nug12,S,794,594
nug12,G,754,630
nug12,S,814,622
nug12,G,818,604
nug12,S,834,606
nug12,G,840,628
nug12,S,808,612
nug12,G,854,602
nug12,S,836,602
nug12,G,810,616
nug12,S,832,600
nug12,G,790,590
nug12,S,834,594
nug12,G,852,598
nug12,S,804,634
nug12,G,746,612
nug12,S,852,602
nug12,G,868,642
nug12,S,718,610
nug12,G,784,652
nug12,S,800,608
nug12,G,808,628
nug12,S,882,628
nug12,G,744,608
nug12,S,784,612
nug12,G,786,590
nug12,S,844,626
nug12,G,860,586
nug12,S,806,578
nug12,G,870,604
nug12,S,704,594
nug12,G,700,634
nug12,S,884,612
nug12,G,790,620
nug12,S,852,620
nug12,G,786,624
nug12,S,844,600
nug12,G,846,602
nug12,S,726,594
nug12,G,858,610
nug12,S,868,590
nug12,G,802,610
nug12,S,800,610
nug12,G,784,612
nug12,S,840,610
nug12,G,812,606
nug12,S,784,622
nug12,G,842,634
nug12,S,786,612
nug12,G,768,616
nug12,S,858,610
nug12,G,794,596
nug12,S,858,630
nug12,G,720,608
nug12,S,792,602
nug12,G,754,618
nug12,S,902,596
nug12,G,810,590
nug12,S,876,656
nug12,G,876,608
nug12,S,778,606
nug12,G,840,608
nug12,S,788,624
nug12,G,830,620
nug12,S,754,622
nug12,G,820,602
nug12,S,806,626
nug12,G,830,616
nug12,S,856,600
nug12,G,816,628
nug12,S,760,610
nug12,G,798,614
nug12,S,810,628
nug12,G,792,592
nug12,S,832,628
nug12,G,840,622
nug12,S,778,612
nug12,G,822,624
nug12,S,872,626
nug12,G,758,620
nug12,S,792,600
nug12,G,826,602
nug12,S,766,590
nug12,G,786,604
nug12,S,810,600
nug12,G,784,624
nug12,S,810,606
nug12,G,782,610
nug12,S,856,606
nug12,G,806,620
nug12,S,758,602
nug12,G,838,626
nug12,S,814,602
nug12,G,814,614
nug12,S,778,610
nug12,G,782,602
nug12,S,806,610
nug12,G,790,618
nug12,S,780,606
nug12,G,846,634
nug12,S,828,602
nug12,G,866,600
nug12,S,858,610
nug12,G,734,622
nug12,S,838,620
nug12,G,786,586
nug12,S,830,590
nug12,G,750,600
nug12,S,848,624
nug12,G,760,614
nug12,S,958,590
nug12,G,794,622
nug12,S,932,594
nug12,G,798,582
nug12,S,768,628
nug12,G,858,590
nug12,S,942,590
nug12,G,818,616
nug12,S,826,618
nug12,G,800,604
nug12,S,800,608
nug12,G,862,652
nug12,S,750,594
nug12,G,824,600
nug12,S,794,600
nug12,G,824,622
nug12,S,780,604
nug12,G,828,586
nug12,S,734,596
nug12,G,814,612
nug12,S,802,604
nug12,G,772,620
nug12,S,878,612
nug12,G,842,590
nug12,S,764,604
nug12,G,674,596
nug12,S,876,578
nug12,G,850,640
nug12,S,734,638
nug12,G,816,602
nug12,S,800,620
nug12,G,872,640
nug12,S,730,590
nug12,G,778,644
nug12,S,824,596
nug12,G,722,586
nug12,S,884,620
nug12,G,782,600
nug12,S,828,618
nug12,G,800,602
nug12,S,830,608
nug12,G,828,652
nug12,S,758,616
nug12,G,754,598
nug12,S,842,606
nug12,G,734,622
nug12,S,788,612
nug12,G,786,626
nug12,S,808,612
nug12,G,828,616
nug12,S,864,590
nug12,G,794,612
nug12,S,824,634
nug12,G,874,610
nug12,S,836,634
nug12,G,834,594
nug12,S,746,612
nug12,G,868,620
nug12,S,746,624
nug12,G,860,592
nug12,S,750,590
nug12,G,766,614
nug12,S,786,620
nug12,G,714,608
nug12,S,770,602
nug12,G,858,664
nug12,S,898,600
nug12,G,822,612
nug12,S,824,592
nug12,G,800,624
nug12,S,882,604
nug12,G,792,628
nug12,S,926,612
nug12,G,768,590
nug12,S,812,626
nug12,G,794,612
nug12,S,834,598
nug12,G,802,578
nug12,S,802,600
nug12,G,936,608
nug12,S,854,612
nug12,G,772,606
nug12,S,880,590
nug12,G,754,608
nug12,S,788,596
nug12,G,806,612
nug12,S,858,638
nug12,G,892,664
nug12,S,736,604
nug12,G,728,602
nug12,S,748,600
nug12,G,804,594
nug12,S,850,590
nug12,G,610,608
nug12,S,744,600
nug12,G,728,630
nug12,S,850,596
nug12,G,856,608
nug12,S,902,600
nug12,G,786,630
nug12,S,752,602
nug12,G,942,620
nug12,S,858,604
nug12,G,836,592
nug12,S,762,616
nug12,G,836,592
nug12,S,768,618
nug12,G,844,616
nug12,S,712,594
nug12,G,766,618
nug12,S,864,594
nug12,G,870,628
nug12,S,780,612
nug12,G,742,632
nug12,S,830,590
nug12,G,800,622
nug12,S,826,600
nug12,G,856,616
nug12,S,860,582
nug12,G,768,614
nug12,S,736,610
nug12,G,862,604
nug12,S,822,578
nug12,G,846,598
nug12,S,790,652
nug12,G,826,596
nug12,S,742,590
nug12,G,784,602
nug12,S,804,606
nug12,G,766,600
nug12,S,806,600
nug12,G,774,586
nug12,S,848,612
nug12,G,828,622
nug12,S,840,618
nug12,G,724,612
nug12,S,780,616
nug12,G,736,602
nug12,S,734,620
nug12,G,810,650
nug12,S,836,622
nug12,G,768,586
nug12,S,822,636
nug12,G,764,622
nug12,S,870,604
nug12,G,718,610
nug12,S,840,630
nug12,G,790,622
nug12,S,770,612
nug12,G,822,594
nug12,S,832,620
nug12,G,718,630
nug12,S,720,610
nug12,G,730,608
nug12,S,814,592
nug12,G,706,624
nug12,S,788,612
nug12,G,782,634
nug12,S,796,600
nug12,G,774,586
nug12,S,916,586
nug12,G,724,592
nug12,S,786,626
nug12,G,866,594
nug12,S,816,586
nug12,G,800,636
nug12,S,880,628
nug12,G,744,622
nug12,S,870,604
nug12,G,744,604
nug12,S,834,660
nug12,G,890,622
nug12,S,748,600
nug12,G,716,610
nug12,S,788,630
nug12,G,860,592
nug12,S,800,622
nug12,G,882,600
nug12,S,792,590
nug12,G,796,612
nug12,S,802,590
nug12,G,818,638
nug12,S,790,602
nug12,G,846,620
nug12,S,860,646
nug12,G,828,600
nug12,S,738,610
nug12,G,724,600
nug12,S,772,590
nug12,G,766,618
nug12,S,780,640
nug12,G,816,590
nug12,S,836,628
nug12,G,876,592
nug12,S,852,588
nug12,G,878,600
nug12,S,842,588
nug12,G,756,596
nug12,S,770,598
nug12,G,782,638
nug12,S,812,596
nug12,G,848,590
nug12,S,820,622
nug12,G,840,604
nug12,S,806,586
nug12,G,806,622
nug12,S,770,606
nug12,G,836,600
nug12,S,794,598
nug12,G,800,590
nug12,S,830,596
nug12,G,822,630
nug12,S,830,622
nug12,G,798,600
nug12,S,784,620
nug12,G,794,630
nug12,S,836,602
nug12,G,842,608
nug12,S,854,592
nug12,G,864,616
nug12,S,858,590
nug12,G,830,604
nug12,S,822,602
nug12,G,832,604
nug12,S,708,612
nug12,G,790,610
nug12,S,776,606
nug12,G,796,600
nug12,S,912,590
nug12,G,752,604
nug12,S,772,620
nug12,G,790,610
nug12,S,900,596
nug12,G,878,596
nug12,S,822,592
nug12,G,828,612
nug12,S,718,606
nug12,G,812,618
nug12,S,862,586
nug12,G,764,626
nug12,S,788,586
nug12,G,788,644
nug12,S,850,606
nug12,G,870,604
nug12,S,760,590
nug12,G,842,608
nug12,S,776,610
nug12,G,744,610
nug12,S,784,622
nug12,G,850,630
nug12,S,772,598
nug12,G,792,610
nug12,S,746,594
nug12,G,748,612
nug12,S,798,588
nug12,G,762,610
nug12,S,792,620
nug12,G,840,594
nug12,S,846,602
nug12,G,808,600
nug12,S,820,624
nug12,G,848,604
nug12,S,868,642
nug12,G,792,630
nug12,S,810,612
nug12,G,794,614
nug12,S,746,632
nug12,G,816,618
nug12,S,872,618
nug12,G,772,640
nug12,S,988,618
nug12,G,828,622
nug12,S,816,604
nug12,G,748,608
nug12,S,820,612
nug12,G,838,620
nug12,S,844,642
nug12,G,762,586
nug12,S,820,590
nug12,G,868,592
nug12,S,864,606
nug12,G,814,622
nug12,S,764,606
nug12,G,796,620
nug12,S,806,612
nug12,G,866,632
nug12,S,810,610
nug12,G,842,622
nug12,S,812,618
nug12,G,780,592
nug12,S,802,612
nug12,G,818,630
nug12,S,836,618
nug12,G,794,620
nug12,S,868,612
nug12,G,840,598
nug12,S,844,602
nug12,G,842,600
nug12,S,806,610
nug12,G,806,608
nug12,S,824,614
nug12,G,794,590
nug12,S,752,658
nug12,G,836,656
nug12,S,822,614
nug12,G,912,610
nug12,S,788,604
nug12,G,828,648
nug12,S,866,624
nug12,G,892,600
nug12,S,862,640
nug12,G,828,594
nug12,S,786,600
nug12,G,824,594
nug12,S,912,612
nug12,G,888,600
nug12,S,832,610
nug12,G,772,590
nug12,S,800,600
nug12,G,794,590
nug12,S,804,610
nug12,G,784,608
nug12,S,862,594
nug12,G,824,622
nug12,S,862,598
nug12,G,832,606
nug12,S,716,588
nug12,G,812,592
nug12,S,878,610
nug12,G,900,600
nug12,S,786,600
nug12,G,738,606
nug12,S,856,596
nug12,G,790,620
nug12,S,836,622
nug12,G,868,600
nug12,S,840,612
nug12,G,728,612
nug12,S,762,606
nug12,G,746,600
nug12,S,896,642
nug12,G,774,628
nug12,S,802,608
nug12,G,752,610
nug12,S,800,590
nug12,G,774,622
nug12,S,888,606
nug12,G,782,610
nug12,S,754,638
nug12,G,782,586
nug12,S,870,622
nug12,G,802,606
nug12,S,828,622
nug12,G,728,592
nug12,S,738,608
nug12,G,822,590
nug12,S,876,618
nug12,G,852,622
nug12,S,744,662
nug12,G,866,622
nug12,S,880,586
nug12,G,770,592
nug12,S,762,610
nug12,G,890,652
nug12,S,842,630
nug12,G,754,600
nug12,S,786,622
nug12,G,916,604
nug12,S,844,606
nug12,G,850,606
nug12,S,860,620
nug12,G,868,622
nug12,S,808,590
nug12,G,824,630
nug12,S,836,590
nug12,G,710,604
nug12,S,904,600
nug12,G,796,608
nug12,S,806,608
nug12,G,832,612
nug12,S,774,636
nug12,G,714,592
nug12,S,818,582
nug12,G,690,586
nug12,S,778,600
nug12,G,890,636
nug12,S,794,592
nug12,G,702,600
nug12,S,838,626
nug12,G,730,606
nug12,S,784,600
nug12,G,720,598
nug12,S,726,610
nug12,G,782,616
nug12,S,778,604
nug12,G,890,590
nug12,S,832,610
nug12,G,818,608
nug12,S,852,592
nug12,G,824,646
nug12,S,894,600
nug12,G,822,656
nug12,S,738,586
nug12,G,830,606
nug12,S,876,586
nug12,G,874,632
nug12,S,810,598
nug12,G,800,604
nug12,S,906,596
nug12,G,752,636
nug12,S,832,614
nug12,G,792,600
nug12,S,710,608
nug12,G,802,600
nug12,S,814,622
nug12,G,860,612
nug12,S,944,592
nug12,G,838,616
nug12,S,820,586
nug12,G,840,614
nug12,S,740,586
nug12,G,788,620
nug12,S,800,612
nug12,G,776,638
nug12,S,766,600
nug12,G,906,598
nug12,S,854,604
nug12,G,746,586
nug12,S,816,590
nug12,G,762,592
nug12,S,876,610
nug12,G,888,610
nug12,S,828,614
nug12,G,712,628
nug12,S,872,610
nug12,G,818,600
nug12,S,898,600
nug12,G,808,624
nug12,S,806,600
nug12,G,796,624
nug12,S,798,604
nug12,G,818,630
nug12,S,780,600
nug12,G,830,620
nug12,S,836,606
