Instance,QualityGap,SimToOpt,SimToOther
tai20a,-100.0001,0.0500,0.0561
tai20a,-100.0001,0.0000,0.0586
tai20a,-100.0001,0.1000,0.0596
tai20a,-100.0001,0.0500,0.0667
tai20a,-100.0001,0.0000,0.0525
tai20a,-100.0001,0.0000,0.0510
tai20a,-100.0001,0.0000,0.0500
tai20a,-100.0001,0.0500,0.0601
tai20a,-100.0001,0.1500,0.0520
tai20a,-100.0001,0.1000,0.0687
tai20a,-100.0001,0.1000,0.0540
tai20a,-100.0001,0.1000,0.0561
tai20a,-100.0001,0.1000,0.0581
tai20a,-100.0001,0.0500,0.0581
tai20a,-100.0001,0.0000,0.0581
tai20a,-100.0001,0.0500,0.0672
tai20a,-100.0001,0.0000,0.0621
tai20a,-100.0001,0.0000,0.0545
tai20a,-100.0001,0.1000,0.0606
tai20a,-100.0001,0.0500,0.0551
tai20a,-100.0001,0.0500,0.0672
tai20a,-100.0001,0.0500,0.0707
tai20a,-100.0001,0.1000,0.0571
tai20a,-100.0001,0.0500,0.0510
tai20a,-100.0001,0.0000,0.0631
tai20a,-100.0001,0.0500,0.0707
tai20a,-100.0001,0.0000,0.0470
tai20a,-100.0001,0.0500,0.0576
tai20a,-100.0001,0.0500,0.0712
tai20a,-100.0001,0.0000,0.0737
tai20a,-100.0001,0.0000,0.0601
tai256c,-100.0000,0.0039,0.0044
tai256c,-100.0000,0.0039,0.0047
tai256c,-100.0000,0.0078,0.0038
tai256c,-100.0000,0.0000,0.0049
tai256c,-100.0000,0.0000,0.0036
tai256c,-100.0000,0.0039,0.0040
tai256c,-100.0000,0.0039,0.0041
tai256c,-100.0000,0.0039,0.0038
tai256c,-100.0000,0.0039,0.0036
tai256c,-100.0000,0.0039,0.0042
tai256c,-100.0000,0.0000,0.0040
tai256c,-100.0000,0.0000,0.0041
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0039,0.0037
tai256c,-100.0000,0.0039,0.0044
tai256c,-100.0000,0.0039,0.0038
tai256c,-100.0000,0.0000,0.0032
tai256c,-100.0000,0.0078,0.0038
tai256c,-100.0000,0.0117,0.0039
tai256c,-100.0000,0.0078,0.0032
tai256c,-100.0000,0.0117,0.0038
tai256c,-100.0000,0.0078,0.0045
tai256c,-100.0000,0.0000,0.0033
tai256c,-100.0000,0.0039,0.0037
tai256c,-100.0000,0.0000,0.0039
tai256c,-100.0000,0.0000,0.0033
tai256c,-100.0000,0.0039,0.0043
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0039,0.0038
tai256c,-100.0000,0.0039,0.0034
tai256c,-100.0000,0.0039,0.0036
tai256c,-100.0000,0.0078,0.0047
tai256c,-100.0000,0.0117,0.0034
tai256c,-100.0000,0.0039,0.0045
tai256c,-100.0000,0.0000,0.0041
tai256c,-100.0000,0.0039,0.0046
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0039,0.0039
tai256c,-100.0000,0.0039,0.0032
tai256c,-100.0000,0.0039,0.0042
tai256c,-100.0000,0.0000,0.0036
tai256c,-100.0000,0.0000,0.0045
tai256c,-100.0000,0.0000,0.0042
tai256c,-100.0000,0.0039,0.0032
tai256c,-100.0000,0.0039,0.0040
tai256c,-100.0000,0.0117,0.0033
tai256c,-100.0000,0.0039,0.0039
tai256c,-100.0000,0.0117,0.0039
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0078,0.0036
tai256c,-100.0000,0.0039,0.0048
tai256c,-100.0000,0.0000,0.0041
tai256c,-100.0000,0.0039,0.0041
tai256c,-100.0000,0.0039,0.0027
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0000,0.0036
tai256c,-100.0000,0.0078,0.0041
tai256c,-100.0000,0.0078,0.0031
tai256c,-100.0000,0.0117,0.0035
tai256c,-100.0000,0.0039,0.0036
tai256c,-100.0000,0.0000,0.0039
tai256c,-100.0000,0.0078,0.0039
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0000,0.0038
tai256c,-100.0000,0.0000,0.0042
tai256c,-100.0000,0.0039,0.0039
tai256c,-100.0000,0.0000,0.0039
tai256c,-100.0000,0.0078,0.0042
tai256c,-100.0000,0.0000,0.0035
tai256c,-100.0000,0.0000,0.0047
tai256c,-100.0000,0.0039,0.0035
tai256c,-100.0000,0.0078,0.0041
tai256c,-100.0000,0.0039,0.0038
tai256c,-100.0000,0.0078,0.0040
tai256c,-100.0000,0.0000,0.0032
tai256c,-100.0000,0.0000,0.0034
tai256c,-100.0000,0.0000,0.0040
tai256c,-100.0000,0.0000,0.0041
tai256c,-100.0000,0.0039,0.0043
tai256c,-100.0000,0.0195,0.0034
tai256c,-100.0000,0.0000,0.0039
tai256c,-100.0000,0.0000,0.0034
tai256c,-100.0000,0.0117,0.0038
tai256c,-100.0000,0.0000,0.0032
tai256c,-100.0000,0.0000,0.0033
tai256c,-100.0000,0.0078,0.0037
tai256c,-100.0000,0.0039,0.0041
tai256c,-100.0000,0.0039,0.0033
tai256c,-100.0000,0.0000,0.0044
tai256c,-100.0000,0.0000,0.0037
tai256c,-100.0000,0.0078,0.0039
tai256c,-100.0000,0.0000,0.0040
tai256c,-100.0000,0.0000,0.0036
tai256c,-100.0000,0.0039,0.0041
tai256c,-100.0000,0.0039,0.0040
tai256c,-100.0000,0.0000,0.0041
tai256c,-100.0000,0.0039,0.0037
tai256c,-100.0000,0.0000,0.0035
tai256c,-100.0000,0.0078,0.0044
tai256c,-100.0000,0.0039,0.0037
