Instance,Run,Algo,InitCost,FinalCost
chr15a,64,G,64808,14976
chr15a,64,S,74372,15680
chr15a,65,G,72240,16684
chr15a,65,S,33710,16362
chr15a,66,G,56166,16482
chr15a,66,S,70778,13478
chr15a,67,G,66128,14168
chr15a,67,S,69032,18642
chr15a,68,G,67334,14664
chr15a,68,S,69612,15652
chr15a,69,G,65134,15332
chr15a,69,S,69100,14042
chr15a,70,G,43642,15940
chr15a,70,S,58066,17384
chr15a,71,G,65834,14150
chr15a,71,S,53288,15004
chr15a,72,G,58790,13762
chr15a,72,S,69326,13414
chr15a,73,G,62502,17714
chr15a,73,S,60058,15662
chr15a,74,G,82888,16230
chr15a,74,S,53592,15074
chr15a,75,G,79076,14624
chr15a,75,S,61936,14886
chr15a,76,G,40628,14466
chr15a,76,S,61074,15612
chr15a,77,G,90404,20242
chr15a,77,S,55266,11740
chr15a,78,G,62946,13834
chr15a,78,S,46994,14414
chr15a,79,G,59064,14404
chr15a,79,S,40492,14264
chr15a,80,G,57856,16020
chr15a,80,S,72744,12662
chr15a,81,G,49140,16204
chr15a,81,S,57704,15230
chr15a,82,G,50740,17032
chr15a,82,S,58928,17138
chr15a,83,G,38292,17030
chr15a,83,S,75958,10616
chr15a,84,G,52938,14802
chr15a,84,S,57286,17956
chr15a,85,G,67012,16000
chr15a,85,S,77372,13980
chr15a,86,G,47504,15336
chr15a,86,S,72958,14794
chr15a,87,G,78182,12214
chr15a,87,S,69982,12190
chr15a,88,G,66580,12650
chr15a,88,S,56392,14908
chr15a,89,G,62858,12522
chr15a,89,S,50532,13390
chr15a,90,G,67664,17118
chr15a,90,S,56994,15372
chr15a,91,G,37436,16316
chr15a,91,S,52580,13996
chr15a,92,G,55452,18792
chr15a,92,S,62694,14260
chr15a,93,G,55598,19008
chr15a,93,S,60912,11724
chr15a,94,G,67476,14812
chr15a,94,S,60934,13370
chr15a,95,G,45910,18494
chr15a,95,S,54660,16878
chr15a,96,G,75856,12874
chr15a,96,S,47414,15580
chr15a,97,G,43064,17028
chr15a,97,S,70364,13272
chr15a,98,G,57494,14786
chr15a,98,S,43616,14806
chr15a,99,G,43928,15152
chr15a,99,S,62132,17010
chr15a,100,G,59680,13246
chr15a,100,S,76508,12066
chr15a,101,G,82514,13680
chr15a,101,S,67444,12050
chr15a,102,G,59830,15118
chr15a,102,S,58600,12770
chr15a,103,G,49570,19322
chr15a,103,S,66402,11610
chr15a,104,G,45840,17660
chr15a,104,S,59802,12074
chr15a,105,G,72382,17016
chr15a,105,S,82050,16212
chr15a,106,G,56042,14288
chr15a,106,S,62748,17564
chr15a,107,G,49818,12282
chr15a,107,S,45202,16706
chr15a,108,G,74132,21460
chr15a,108,S,48832,14338
chr15a,109,G,61458,15952
chr15a,109,S,54210,12380
chr15a,110,G,59614,14818
chr15a,110,S,51794,16944
chr15a,111,G,49114,12972
chr15a,111,S,70958,14426
chr15a,112,G,69914,13290
chr15a,112,S,71774,18284
chr15a,113,G,50344,14322
chr15a,113,S,57478,13894
chr15a,114,G,42640,17610
chr15a,114,S,81600,15504
chr15a,115,G,72414,17114
chr15a,115,S,67996,14908
chr15a,116,G,59798,16042
chr15a,116,S,47954,13662
chr15a,117,G,57904,15924
chr15a,117,S,55890,18796
chr15a,118,G,49854,16524
chr15a,118,S,61078,13166
chr15a,119,G,66172,15824
chr15a,119,S,73600,15896
chr15a,120,G,67684,17050
chr15a,120,S,62696,11942
chr15a,121,G,58294,17874
chr15a,121,S,68306,13544
chr15a,122,G,75156,13570
chr15a,122,S,58166,14076
chr15a,123,G,65038,13768
chr15a,123,S,53432,17208
chr15a,124,G,67600,12484
chr15a,124,S,63718,15680
chr15a,125,G,40690,16828
chr15a,125,S,52884,14054
chr15a,126,G,57586,14200
chr15a,126,S,64060,15942
chr15a,127,G,59696,14052
chr15a,127,S,79744,14524
chr15a,128,G,59064,13686
chr15a,128,S,45364,11292
chr15a,129,G,38122,14644
chr15a,129,S,65978,10682
chr15a,130,G,82618,14016
chr15a,130,S,72556,14746
chr15a,131,G,55158,13392
chr15a,131,S,59052,15400
chr15a,132,G,54450,16122
chr15a,132,S,69088,13320
chr15a,133,G,57802,17654
chr15a,133,S,72652,15602
chr15a,134,G,55722,13956
chr15a,134,S,46844,16314
chr15a,135,G,60478,13080
chr15a,135,S,58570,16216
chr15a,136,G,52938,16432
chr15a,136,S,57184,16116
chr15a,137,G,67500,16488
chr15a,137,S,58722,17144
chr15a,138,G,71108,13520
chr15a,138,S,65298,12978
chr15a,139,G,65412,12594
chr15a,139,S,31444,17946
chr15a,140,G,65732,12838
chr15a,140,S,64404,13424
chr15a,141,G,88774,13244
chr15a,141,S,72912,18678
chr15a,142,G,54614,16102
chr15a,142,S,71422,18476
chr15a,143,G,48454,15738
chr15a,143,S,47442,11708
chr15a,144,G,56860,14298
chr15a,144,S,50756,12406
chr15a,145,G,43696,14176
chr15a,145,S,89962,16436
chr15a,146,G,60734,18820
chr15a,146,S,72284,13620
chr15a,147,G,53114,14682
chr15a,147,S,84802,18074
chr15a,148,G,88552,19522
chr15a,148,S,85368,12642
chr15a,149,G,62978,13330
chr15a,149,S,74298,15350
chr15a,150,G,57138,14182
chr15a,150,S,49206,15790
chr15a,151,G,43584,14312
chr15a,151,S,73072,12846
chr15a,152,G,56078,11932
chr15a,152,S,66802,13974
chr15a,153,G,57280,17846
chr15a,153,S,61962,13996
chr15a,154,G,67458,17604
chr15a,154,S,71690,16396
chr15a,155,G,61032,15910
chr15a,155,S,45686,14224
chr15a,156,G,36280,14064
chr15a,156,S,50704,11710
chr15a,157,G,58338,15758
chr15a,157,S,28388,14054
chr15a,158,G,45806,14794
chr15a,158,S,70858,20030
chr15a,159,G,63282,11280
chr15a,159,S,60572,18046
chr15a,160,G,67668,16120
chr15a,160,S,62072,13210
chr15a,161,G,36150,14278
chr15a,161,S,61674,13878
chr15a,162,G,79776,11116
chr15a,162,S,61018,20136
chr15a,163,G,69392,13442
chr15a,163,S,83880,13596
chr15a,164,G,80164,11638
chr15a,164,S,61816,11446
chr15a,165,G,66726,18870
chr15a,165,S,73562,12494
chr15a,166,G,63244,13480
chr15a,166,S,44168,17372
chr15a,167,G,61566,13028
chr15a,167,S,50724,13036
chr15a,168,G,50206,17560
chr15a,168,S,62792,15722
chr15a,169,G,56080,13622
chr15a,169,S,51404,13538
chr15a,170,G,57196,12642
chr15a,170,S,87976,12470
chr15a,171,G,83416,14510
chr15a,171,S,64812,16900
chr15a,172,G,55430,15722
chr15a,172,S,62030,13040
chr15a,173,G,68698,14638
chr15a,173,S,48550,13336
chr15a,174,G,57752,14914
chr15a,174,S,57766,13570
chr15a,175,G,82688,13230
chr15a,175,S,64754,14802
chr15a,176,G,46332,16264
chr15a,176,S,54210,15738
chr15a,177,G,48596,16386
chr15a,177,S,77338,15694
chr15a,178,G,42586,13786
chr15a,178,S,73454,13952
chr15a,179,G,45162,14046
chr15a,179,S,74894,18210
chr15a,180,G,48860,17668
chr15a,180,S,56096,14128
chr15a,181,G,75780,13132
chr15a,181,S,61390,10612
chr15a,182,G,47558,12854
chr15a,182,S,39074,14106
chr15a,183,G,71328,10248
chr15a,183,S,54166,13776
chr15a,184,G,77754,14298
chr15a,184,S,53068,14336
chr15a,185,G,58778,12726
chr15a,185,S,58488,16512
chr15a,186,G,55442,19112
chr15a,186,S,62960,12384
chr15a,187,G,76568,16270
chr15a,187,S,62904,16614
chr15a,188,G,54444,15144
chr15a,188,S,47508,13408
chr15a,189,G,65472,15700
chr15a,189,S,70652,11538
chr15a,190,G,53656,12826
chr15a,190,S,37528,13278
chr15a,191,G,87738,16368
chr15a,191,S,62020,16294
chr15a,192,G,61496,12260
chr15a,192,S,61838,11518
chr15a,193,G,68284,13818
chr15a,193,S,61360,13848
chr15a,194,G,72332,15548
chr15a,194,S,72578,14332
chr15a,195,G,78336,14966
chr15a,195,S,67176,20688
chr15a,196,G,75270,16204
chr15a,196,S,75102,12608
chr15a,197,G,77654,15172
chr15a,197,S,59248,14862
chr15a,198,G,48394,14588
chr15a,198,S,66960,15546
chr15a,199,G,61834,14348
chr15a,199,S,50622,12314
chr15a,200,G,69980,15740
chr15a,200,S,34308,13564
chr15a,201,G,71526,14858
chr15a,201,S,57896,10366
chr15a,202,G,38644,12300
chr15a,202,S,50974,15388
chr15a,203,G,49228,14644
chr15a,203,S,72420,12182
chr15a,204,G,69096,11914
chr15a,204,S,69360,15640
chr15a,205,G,63944,19658
chr15a,205,S,56558,15532
chr15a,206,G,51298,16698
chr15a,206,S,79568,21070
chr15a,207,G,67092,15054
chr15a,207,S,70440,16970
chr15a,208,G,74074,13132
chr15a,208,S,73072,15620
chr15a,209,G,46712,14886
chr15a,209,S,56574,14810
chr15a,210,G,70374,14146
chr15a,210,S,58188,12720
chr15a,211,G,50206,19032
chr15a,211,S,67904,9936
chr15a,212,G,35944,13760
chr15a,212,S,80138,16270
chr15a,213,G,52946,13780
chr15a,213,S,75446,14140
chr15a,214,G,67052,13190
chr15a,214,S,54648,14172
chr15a,215,G,72390,15576
chr15a,215,S,78572,14396
chr15a,216,G,58676,12354
chr15a,216,S,57524,15208
chr15a,217,G,74396,15008
chr15a,217,S,60086,14062
chr15a,218,G,57372,15496
chr15a,218,S,54162,15602
chr15a,219,G,49462,19040
chr15a,219,S,53378,15018
chr15a,220,G,84444,15190
chr15a,220,S,62344,12966
chr15a,221,G,69588,12904
chr15a,221,S,70470,15324
chr15a,222,G,61732,18044
chr15a,222,S,63882,15990
chr15a,223,G,63802,15524
chr15a,223,S,43740,17376
chr15a,224,G,50200,15400
chr15a,224,S,55276,13324
chr15a,225,G,72702,14952
chr15a,225,S,55448,19474
chr15a,226,G,59948,12482
chr15a,226,S,50348,16394
chr15a,227,G,78730,14604
chr15a,227,S,50214,12934
chr15a,228,G,53252,16310
chr15a,228,S,58506,17142
chr15a,229,G,49882,10684
chr15a,229,S,61546,20518
chr15a,230,G,63536,14240
chr15a,230,S,58688,12972
chr15a,231,G,60344,21392
chr15a,231,S,36246,18536
chr15a,232,G,58036,21854
chr15a,232,S,54948,13106
chr15a,233,G,66726,16786
chr15a,233,S,65614,13802
chr15a,234,G,53532,15814
chr15a,234,S,64736,11688
chr15a,235,G,46770,17844
chr15a,235,S,50160,12982
chr15a,236,G,59510,13012
chr15a,236,S,60898,11722
chr15a,237,G,69300,16674
chr15a,237,S,69044,15718
chr15a,238,G,79674,18246
chr15a,238,S,49474,12978
chr15a,239,G,48648,19328
chr15a,239,S,60120,13736
chr15a,240,G,54186,14886
chr15a,240,S,71192,15080
chr15a,241,G,59316,18946
chr15a,241,S,59206,14926
chr15a,242,G,66230,20760
chr15a,242,S,56722,18212
chr15a,243,G,57866,14942
chr15a,243,S,53294,13660
chr15a,244,G,55082,13728
chr15a,244,S,69032,14370
chr15a,245,G,63482,14022
chr15a,245,S,70858,16880
chr15a,246,G,49964,11204
chr15a,246,S,40666,14442
chr15a,247,G,72088,15392
chr15a,247,S,54628,16608
chr15a,248,G,52372,14112
chr15a,248,S,58724,12548
chr15a,249,G,79922,14102
chr15a,249,S,51594,16716
chr15a,250,G,69770,13252
chr15a,250,S,73134,13068
chr15a,251,G,57904,15522
chr15a,251,S,49004,17354
chr15a,252,G,62208,14624
chr15a,252,S,64416,12522
chr15a,253,G,61756,13390
chr15a,253,S,39166,11834
chr15a,254,G,52024,16324
chr15a,254,S,61146,13656
chr15a,255,G,75810,14874
chr15a,255,S,48342,15562
chr15a,256,G,69774,17186
chr15a,256,S,40124,14316
chr15a,257,G,60696,16204
chr15a,257,S,32208,14782
chr15a,258,G,66046,15800
chr15a,258,S,69750,14802
chr15a,259,G,80934,16952
chr15a,259,S,49696,15478
chr15a,260,G,51630,13228
chr15a,260,S,56986,13682
chr15a,261,G,62920,14266
chr15a,261,S,36608,11202
chr15a,262,G,73206,13812
chr15a,262,S,56204,17332
chr15a,263,G,55778,13868
chr15a,263,S,73778,12312
chr15a,264,G,55562,16358
chr15a,264,S,65398,12562
chr15a,265,G,70306,14354
chr15a,265,S,75508,18158
chr15a,266,G,79186,12830
chr15a,266,S,60068,13364
chr15a,267,G,48928,15142
chr15a,267,S,73044,13976
chr15a,268,G,70404,15134
chr15a,268,S,70140,16140
chr15a,269,G,64390,15382
chr15a,269,S,62952,14516
chr15a,270,G,62676,12654
chr15a,270,S,66700,16512
chr15a,271,G,70312,15120
chr15a,271,S,69290,16724
chr15a,272,G,60404,13632
chr15a,272,S,44234,12342
chr15a,273,G,79248,15370
chr15a,273,S,63412,13544
chr15a,274,G,68806,16260
chr15a,274,S,86696,13876
chr15a,275,G,54112,13460
chr15a,275,S,74116,17752
chr15a,276,G,60786,13588
chr15a,276,S,72818,18016
chr15a,277,G,60602,10970
chr15a,277,S,43316,12320
chr15a,278,G,68828,14398
chr15a,278,S,49770,14734
chr15a,279,G,48794,12562
chr15a,279,S,71520,15308
chr15a,280,G,76814,13320
chr15a,280,S,62100,12458
chr15a,281,G,62992,17976
chr15a,281,S,52340,17018
chr15a,282,G,67190,14716
chr15a,282,S,77918,14894
chr15a,283,G,64234,18638
chr15a,283,S,66158,16172
chr15a,284,G,53274,16912
chr15a,284,S,72944,17722
chr15a,285,G,65466,12520
chr15a,285,S,69434,15904
chr15a,286,G,55194,15442
chr15a,286,S,49254,13584
chr15a,287,G,65994,15032
chr15a,287,S,50440,20134
chr15a,288,G,58522,15474
chr15a,288,S,70502,16828
chr15a,289,G,64896,16886
chr15a,289,S,77070,11778
chr15a,290,G,51642,12332
chr15a,290,S,86376,19152
chr15a,291,G,49900,13788
chr15a,291,S,79688,13078
chr15a,292,G,68594,17616
chr15a,292,S,73744,11570
chr15a,293,G,76424,13900
chr15a,293,S,38504,16670
chr15a,294,G,54926,15888
chr15a,294,S,45562,15382
chr15a,295,G,52552,13574
chr15a,295,S,79704,17464
chr15a,296,G,56874,17170
chr15a,296,S,70660,16628
chr15a,297,G,50126,17440
chr15a,297,S,70474,17544
chr15a,298,G,65386,15204
chr15a,298,S,41390,14624
chr15a,299,G,65174,14720
chr15a,299,S,55736,19522
chr15a,300,G,56858,18456
chr15a,300,S,66672,18506
chr15a,301,G,67696,11552
chr15a,301,S,65506,14948
chr15a,302,G,52600,13624
chr15a,302,S,73270,12576
chr15a,303,G,87092,15400
chr15a,303,S,29064,13562
chr15a,304,G,77570,15002
chr15a,304,S,55538,15866
chr15a,305,G,64032,14756
chr15a,305,S,57046,13402
chr15a,306,G,39276,16482
chr15a,306,S,73978,12670
chr15a,307,G,52812,16504
chr15a,307,S,71862,12642
chr15a,308,G,48392,14268
chr15a,308,S,60106,12074
chr15a,309,G,56682,14940
chr15a,309,S,52786,13186
chr15a,310,G,62582,15392
chr15a,310,S,65562,17576
chr15a,311,G,67650,14912
chr15a,311,S,51392,12382
chr15a,312,G,58090,14200
chr15a,312,S,57354,13458
chr15a,313,G,38818,17718
chr15a,313,S,78032,13988
chr15a,314,G,63270,16822
chr15a,314,S,40846,15650
chr15a,315,G,73788,17142
chr15a,315,S,65214,12908
chr15a,316,G,50220,15578
chr15a,316,S,57930,11998
chr15a,317,G,64608,17464
chr15a,317,S,57750,14734
chr15a,318,G,46044,12688
chr15a,318,S,61816,14114
chr15a,319,G,47976,12520
chr15a,319,S,38492,14338
chr15a,320,G,51846,16442
chr15a,320,S,75146,12690
chr15a,321,G,76130,10302
chr15a,321,S,63708,14832
chr15a,322,G,49654,17750
chr15a,322,S,43174,19242
chr15a,323,G,66850,18008
chr15a,323,S,72754,10332
chr15a,324,G,77514,12236
chr15a,324,S,83080,21856
chr15a,325,G,35522,14632
chr15a,325,S,72116,14792
chr15a,326,G,39600,18284
chr15a,326,S,61990,10408
chr15a,327,G,53774,17028
chr15a,327,S,71888,14632
chr15a,328,G,80114,14350
chr15a,328,S,53452,13614
chr15a,329,G,45084,15394
chr15a,329,S,47400,15438
chr15a,330,G,47752,15506
chr15a,330,S,54740,10612
chr15a,331,G,70908,16098
chr15a,331,S,58870,11524
chr15a,332,G,64306,12710
chr15a,332,S,68636,14552
chr15a,333,G,72812,16782
chr15a,333,S,57192,14922
chr15a,334,G,64482,13802
chr15a,334,S,47432,15934
chr15a,335,G,61000,13068
chr15a,335,S,68614,14678
chr15a,336,G,68750,13174
chr15a,336,S,55838,13798
chr15a,337,G,50178,15380
chr15a,337,S,60922,15608
chr15a,338,G,50760,15680
chr15a,338,S,78552,19708
chr15a,339,G,39634,14960
chr15a,339,S,67366,13898
chr15a,340,G,50400,13732
chr15a,340,S,49932,15402
chr15a,341,G,51508,16118
chr15a,341,S,50622,15308
chr15a,342,G,55940,21450
chr15a,342,S,79914,13068
chr15a,343,G,77562,14450
chr15a,343,S,64948,17546
chr15a,344,G,78824,11350
chr15a,344,S,54232,13788
chr15a,345,G,64546,14788
chr15a,345,S,85506,19140
chr15a,346,G,74876,16606
chr15a,346,S,49664,19036
chr15a,347,G,86546,12428
chr15a,347,S,62346,16082
chr15a,348,G,39460,11658
chr15a,348,S,81318,12618
chr15a,349,G,44552,13310
chr15a,349,S,54138,15354
chr15a,350,G,63730,18600
chr15a,350,S,50644,18948
chr15a,351,G,57188,14016
chr15a,351,S,61372,15228
chr15a,352,G,58350,15436
chr15a,352,S,77516,17934
chr15a,353,G,41342,15634
chr15a,353,S,58322,13396
chr15a,354,G,76276,14588
chr15a,354,S,75672,12550
chr15a,355,G,59998,12926
chr15a,355,S,73034,18632
chr15a,356,G,71344,13174
chr15a,356,S,80620,17102
chr15a,357,G,81054,17642
chr15a,357,S,63104,11456
chr15a,358,G,55918,16696
chr15a,358,S,46186,16938
chr15a,359,G,43816,13258
chr15a,359,S,62186,14636
chr15a,360,G,51602,15298
chr15a,360,S,55060,17138
chr15a,361,G,39110,15528
chr15a,361,S,65096,12026
chr15a,362,G,65020,17184
chr15a,362,S,81020,20014
chr15a,363,G,60632,14092
chr15a,363,S,89584,16552
chr15a,364,G,63404,18002
chr15a,364,S,40298,18014
chr15a,365,G,64166,16672
chr15a,365,S,57112,17098
chr15a,366,G,72678,13220
chr15a,366,S,48896,16470
chr15a,367,G,69202,12090
chr15a,367,S,56672,16632
chr15a,368,G,49604,14916
chr15a,368,S,87226,19844
chr15a,369,G,37048,11556
chr15a,369,S,54932,16540
chr15a,370,G,76266,12982
chr15a,370,S,65798,15780
chr15a,371,G,56760,12498
chr15a,371,S,77036,10010
chr15a,372,G,69392,12454
chr15a,372,S,55452,15578
chr15a,373,G,52572,14488
chr15a,373,S,57912,20922
chr15a,374,G,44750,18662
chr15a,374,S,49522,13996
chr15a,375,G,66660,17356
chr15a,375,S,66330,15912
chr15a,376,G,76832,16122
chr15a,376,S,65154,15838
chr15a,377,G,66194,13280
chr15a,377,S,84014,13330
chr15a,378,G,72358,16108
chr15a,378,S,76744,10510
chr15a,379,G,57638,12950
chr15a,379,S,60978,15670
chr15a,380,G,58658,16214
chr15a,380,S,44618,13662
chr15a,381,G,57586,14312
chr15a,381,S,58368,15786
chr15a,382,G,56572,15424
chr15a,382,S,46052,13078
chr15a,383,G,56710,15246
chr15a,383,S,64094,15318
chr15a,384,G,74440,12232
chr15a,384,S,55444,15468
chr15a,385,G,83032,18308
chr15a,385,S,55020,12838
chr15a,386,G,67004,15550
chr15a,386,S,53418,14758
chr15a,387,G,35162,11778
chr15a,387,S,63222,13672
chr15a,388,G,75710,19462
chr15a,388,S,58234,14006
chr15a,389,G,61166,16822
chr15a,389,S,59648,14072
chr15a,390,G,57016,15298
chr15a,390,S,42898,12988
chr15a,391,G,35580,14000
chr15a,391,S,43624,16392
chr15a,392,G,45532,14370
chr15a,392,S,34192,13294
chr15a,393,G,43130,16864
chr15a,393,S,47546,11862
chr15a,394,G,68932,16652
chr15a,394,S,52842,13956
chr15a,395,G,81156,19540
chr15a,395,S,54590,15028
chr15a,396,G,45940,16102
chr15a,396,S,69688,12014
chr15a,397,G,59366,14476
chr15a,397,S,57330,14144
chr15a,398,G,66166,13812
chr15a,398,S,68390,15096
chr15a,399,G,61814,13278
chr15a,399,S,68986,13740
nug12,0,G,876,620
nug12,0,S,832,628
nug12,1,G,834,600
nug12,1,S,828,656
nug12,2,G,704,578
nug12,2,S,872,590
nug12,3,G,896,650
nug12,3,S,696,626
nug12,4,G,888,628
nug12,4,S,750,626
nug12,5,G,828,610
nug12,5,S,768,586
nug12,6,G,906,616
nug12,6,S,846,614
nug12,7,G,750,622
nug12,7,S,766,600
nug12,8,G,760,618
nug12,8,S,810,622
nug12,9,G,708,612
nug12,9,S,820,590
nug12,10,G,810,622
nug12,10,S,834,622
nug12,11,G,840,598
nug12,11,S,726,586
nug12,12,G,870,610
nug12,12,S,774,612
nug12,13,G,912,592
nug12,13,S,828,624
nug12,14,G,832,620
nug12,14,S,840,600
nug12,15,G,884,592
nug12,15,S,808,620
nug12,16,G,800,620
nug12,16,S,744,642
nug12,17,G,810,620
nug12,17,S,764,640
nug12,18,G,850,668
nug12,18,S,824,626
nug12,19,G,794,602
nug12,19,S,878,586
nug12,20,G,876,620
nug12,20,S,818,592
nug12,21,G,818,602
nug12,21,S,858,590
nug12,22,G,896,590
nug12,22,S,848,602
nug12,23,G,822,600
nug12,23,S,838,608
nug12,24,G,758,610
nug12,24,S,776,604
nug12,25,G,860,600
nug12,25,S,714,620
nug12,26,G,710,602
nug12,26,S,812,610
nug12,27,G,868,608
nug12,27,S,786,620
nug12,28,G,792,624
nug12,28,S,920,636
nug12,29,G,810,610
nug12,29,S,772,622
nug12,30,G,884,612
nug12,30,S,704,600
nug12,31,G,766,620
nug12,31,S,708,610
nug12,32,G,852,622
nug12,32,S,786,602
nug12,33,G,758,628
nug12,33,S,844,590
nug12,34,G,768,602
nug12,34,S,908,590
nug12,35,G,864,606
nug12,35,S,826,626
nug12,36,G,782,602
nug12,36,S,732,600
nug12,37,G,816,592
nug12,37,S,790,626
nug12,38,G,794,600
nug12,38,S,836,632
nug12,39,G,792,606
nug12,39,S,836,616
nug12,40,G,738,616
nug12,40,S,786,642
nug12,41,G,764,622
nug12,41,S,842,622
nug12,42,G,824,590
nug12,42,S,740,602
nug12,43,G,842,608
nug12,43,S,746,620
nug12,44,G,760,622
nug12,44,S,830,608
nug12,45,G,786,622
nug12,45,S,812,604
nug12,46,G,830,612
nug12,46,S,842,642
nug12,47,G,890,596
nug12,47,S,870,628
nug12,48,G,796,592
nug12,48,S,886,608
nug12,49,G,838,578
nug12,49,S,846,620
nug12,50,G,836,600
nug12,50,S,866,614
nug12,51,G,856,600
nug12,51,S,902,602
nug12,52,G,766,592
nug12,52,S,818,592
nug12,53,G,774,592
nug12,53,S,742,620
nug12,54,G,870,610
nug12,54,S,822,618
nug12,55,G,840,600
nug12,55,S,858,612
nug12,56,G,826,612
nug12,56,S,810,594
nug12,57,G,770,666
nug12,57,S,776,644
nug12,58,G,792,588
nug12,58,S,754,600
nug12,59,G,814,600
nug12,59,S,798,618
nug12,60,G,760,602
nug12,60,S,766,610
nug12,61,G,820,614
nug12,61,S,856,596
nug12,62,G,810,606
nug12,62,S,792,600
nug12,63,G,770,604
nug12,63,S,852,602
nug12,64,G,754,624
nug12,64,S,790,604
nug12,65,G,766,630
nug12,65,S,802,592
nug12,66,G,870,612
nug12,66,S,802,610
nug12,67,G,790,630
nug12,67,S,778,620
nug12,68,G,750,632
nug12,68,S,782,612
nug12,69,G,710,586
nug12,69,S,824,586
nug12,70,G,870,600
nug12,70,S,790,590
nug12,71,G,848,592
nug12,71,S,824,586
nug12,72,G,768,640
nug12,72,S,792,586
nug12,73,G,816,602
nug12,73,S,848,606
nug12,74,G,850,594
nug12,74,S,878,620
nug12,75,G,832,582
nug12,75,S,846,582
nug12,76,G,784,614
nug12,76,S,778,612
nug12,77,G,860,624
nug12,77,S,794,594
nug12,78,G,754,630
nug12,78,S,814,622
nug12,79,G,818,604
nug12,79,S,834,606
nug12,80,G,840,628
nug12,80,S,808,612
nug12,81,G,854,602
nug12,81,S,836,602
nug12,82,G,810,616
nug12,82,S,832,600
nug12,83,G,790,590
nug12,83,S,834,594
nug12,84,G,852,598
nug12,84,S,804,634
nug12,85,G,746,612
nug12,85,S,852,602
nug12,86,G,868,642
nug12,86,S,718,610
nug12,87,G,784,652
nug12,87,S,800,608
nug12,88,G,808,628
nug12,88,S,882,628
nug12,89,G,744,608
nug12,89,S,784,612
nug12,90,G,786,590
nug12,90,S,844,626
nug12,91,G,860,586
nug12,91,S,806,578
nug12,92,G,870,604
nug12,92,S,704,594
nug12,93,G,700,634
nug12,93,S,884,612
nug12,94,G,790,620
nug12,94,S,852,620
nug12,95,G,786,624
nug12,95,S,844,600
nug12,96,G,846,602
nug12,96,S,726,594
nug12,97,G,858,610
nug12,97,S,868,590
nug12,98,G,802,610
nug12,98,S,800,610
nug12,99,G,784,612
nug12,99,S,840,610
nug12,100,G,812,606
nug12,100,S,784,622
nug12,101,G,842,634
nug12,101,S,786,612
nug12,102,G,768,616
nug12,102,S,858,610
nug12,103,G,794,596
nug12,103,S,858,630
nug12,104,G,720,608
nug12,104,S,792,602
nug12,105,G,754,618
nug12,105,S,902,596
nug12,106,G,810,590
nug12,106,S,876,656
nug12,107,G,876,608
nug12,107,S,778,606
nug12,108,G,840,608
nug12,108,S,788,624
nug12,109,G,830,620
nug12,109,S,754,622
nug12,110,G,820,602
nug12,110,S,806,626
nug12,111,G,830,616
nug12,111,S,856,600
nug12,112,G,816,628
nug12,112,S,760,610
nug12,113,G,798,614
nug12,113,S,810,628
nug12,114,G,792,592
nug12,114,S,832,628
nug12,115,G,840,622
nug12,115,S,778,612
nug12,116,G,822,624
nug12,116,S,872,626
nug12,117,G,758,620
nug12,117,S,792,600
nug12,118,G,826,602
nug12,118,S,766,590
nug12,119,G,786,604
nug12,119,S,810,600
nug12,120,G,784,624
nug12,120,S,810,606
nug12,121,G,782,610
nug12,121,S,856,606
nug12,122,G,806,620
nug12,122,S,758,602
nug12,123,G,838,626
nug12,123,S,814,602
nug12,124,G,814,614
nug12,124,S,778,610
nug12,125,G,782,602
nug12,125,S,806,610
nug12,126,G,790,618
nug12,126,S,780,606
nug12,127,G,846,634
nug12,127,S,828,602
nug12,128,G,866,600
nug12,128,S,858,610
nug12,129,G,734,622
nug12,129,S,838,620
nug12,130,G,786,586
nug12,130,S,830,590
nug12,131,G,750,600
nug12,131,S,848,624
nug12,132,G,760,614
nug12,132,S,958,590
nug12,133,G,794,622
nug12,133,S,932,594
nug12,134,G,798,582
nug12,134,S,768,628
nug12,135,G,858,590
nug12,135,S,942,590
nug12,136,G,818,616
nug12,136,S,826,618
nug12,137,G,800,604
nug12,137,S,800,608
nug12,138,G,862,652
nug12,138,S,750,594
nug12,139,G,824,600
nug12,139,S,794,600
nug12,140,G,824,622
nug12,140,S,780,604
nug12,141,G,828,586
nug12,141,S,734,596
nug12,142,G,814,612
nug12,142,S,802,604
nug12,143,G,772,620
nug12,143,S,878,612
nug12,144,G,842,590
nug12,144,S,764,604
nug12,145,G,674,596
nug12,145,S,876,578
nug12,146,G,850,640
nug12,146,S,734,638
nug12,147,G,816,602
nug12,147,S,800,620
nug12,148,G,872,640
nug12,148,S,730,590
nug12,149,G,778,644
nug12,149,S,824,596
nug12,150,G,722,586
nug12,150,S,884,620
nug12,151,G,782,600
nug12,151,S,828,618
nug12,152,G,800,602
nug12,152,S,830,608
nug12,153,G,828,652
nug12,153,S,758,616
nug12,154,G,754,598
nug12,154,S,842,606
nug12,155,G,734,622
nug12,155,S,788,612
nug12,156,G,786,626
nug12,156,S,808,612
nug12,157,G,828,616
nug12,157,S,864,590
nug12,158,G,794,612
nug12,158,S,824,634
nug12,159,G,874,610
nug12,159,S,836,634
nug12,160,G,834,594
nug12,160,S,746,612
nug12,161,G,868,620
nug12,161,S,746,624
